rank_display,rank,name,country,city,region,overall_score,url,logo,citations_per_paper_score,citations_per_paper_rank,papers_per_faculty_score,papers_per_faculty_rank,academic_reputation_score,academic_reputation_rank,faculty_student_ratio_score,faculty_student_ratio_rank,staff_with_phd_score,staff_with_phd_rank,international_research_network_score,international_research_network_rank,web_impact_score,web_impact_rank,employer_reputation_score,employer_reputation_rank
=81,82,Universidade Federal de Viçosa (UFV),Brazil,Viçosa,Latin America,51.6,https://www.topuniversities.com/universities/universidade-federal-de-vicosa-ufv,https://www.topuniversities.com/sites/default/files/universidade-federal-de-viosa-ufv_592560cf2aeae70239af5549_medium.jpg,51.8,133,99.7,7,31.2,143,35.9,179,99,13,78.6,85,79.3,40,19.9,151+
83,83,Benemerita Universidad Autonoma de Puebla,Mexico,Puebla,Latin America,51.2,https://www.topuniversities.com/universities/benemerita-universidad-autonoma-de-puebla,https://www.topuniversities.com/sites/default/files/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_medium.jpg,27.7,201+,32.2,151,66.8,51,4.8,201+,50.4,123,81.7,75,64,50,36,122
84,84,Universidad de Los Andes - (ULA) Mérida,Venezuela,Merida,Latin America,51,https://www.topuniversities.com/universities/universidad-de-los-andes-ula-merida,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-ula-mrida_592560cf2aeae70239af54d2_medium.jpg,13.4,201+,11.8,201+,67.3,50,41.1,152,18.8,201+,67.1,107,50.5,81,54.8,75
=85,85,Pontifícia Universidade Católica do Paraná,Brazil,Curitiba,Latin America,50.8,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-parana,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-paran_592560cf2aeae70239af548d_medium.jpg,86.1,38,60.8,81,24.7,151+,50.2,119,86.3,59,81.4,77,63.9,52,20.3,151+
=85,86,Universidad de Valparaíso (UV),Chile,Valparaíso,Latin America,50.8,https://www.topuniversities.com/universities/universidad-de-valparaiso-uv,https://www.topuniversities.com/sites/default/files/universidad-de-valparaso-uv_592560cf2aeae70239af54e3_medium.jpg,37.1,187,61.2,79,56.9,69,25.6,201+,33,173,86.8,66,43.7,104,37.5,115
=87,87,Universidad Espíritu Santo (UEES),Ecuador,Samborondón,Latin America,50.7,https://www.topuniversities.com/universities/universidad-espiritu-santo-uees,https://www.topuniversities.com/sites/default/files/universidad-espritu-santo_592560cf2aeae70239af5629_medium.jpg,99.9,7,64,77,27.4,151+,52.9,114,49.6,126,76.9,88,15.2,201+,39.3,108
=87,88,Universidad Nacional del Litoral,Argentina,Santa Fe,Latin America,50.7,https://www.topuniversities.com/universities/universidad-nacional-del-litoral,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-litoral_592560cf2aeae70239af5122_medium.jpg,54.3,118,41.5,117,63,61,6.8,201+,22.5,201+,79,83,41.9,109,43.6,99
89,89,Universidade Presbiteriana Mackenzie,Brazil,São Paulo,Latin America,49.8,https://www.topuniversities.com/universities/universidade-presbiteriana-mackenzie,https://www.topuniversities.com/sites/default/files/universidade-presbiteriana-mackenzie_2768_medium.jpg,57.4,108,37.1,128,25.7,151+,45.2,135,89,56,54.5,145,52.7,75,52,84
90,90,Universidad del Bío-Bío,Chile,Concepción,Latin America,49.5,https://www.topuniversities.com/universities/universidad-del-bio-bio,https://www.topuniversities.com/sites/default/files/universidad-del-bio-bio_592560cf2aeae70239af5128_medium.jpg,50.3,141,92,30,46.3,93,10.8,201+,72.2,78,84.8,70,39.6,121,23.3,151+
=91,91,Tecnológico de Costa Rica -TEC,Costa Rica,Cartago,Latin America,48.8,https://www.topuniversities.com/universities/tecnologico-de-costa-rica-tec,https://www.topuniversities.com/sites/default/files/tecnolgico-de-costa-rica-tec_592560cf2aeae70239af562c_medium.jpg,23,201+,22,197,45.1,96,36.9,172,26.4,201+,46.8,180,29.2,176,84.1,35
=91,92,Universidad Industrial de Santander - UIS,Colombia,Bucaramanga,Latin America,48.8,https://www.topuniversities.com/universities/universidad-industrial-de-santander-uis,https://www.topuniversities.com/sites/default/files/universidad-industrial-de-santander-uis_592560cf2aeae70239af54f6_medium.jpg,13.4,201+,51.3,97,49.5,90,11.5,201+,38.4,154,65.5,112,27.3,187,72.8,52
93,93,Universidad ORT Uruguay,Uruguay,Montevideo,Latin America,48.7,https://www.topuniversities.com/universities/universidad-ort-uruguay,https://www.topuniversities.com/sites/default/files/251114050726pm249935ORT-Logo-bordo-fondo-blanco-90x90.jpg,26.7,201+,6.6,201+,51.5,84,94.4,22,8.1,201+,16.2,201+,22.6,201+,73.8,51
94,94,Universidad de Lima,Peru,Lima,Latin America,48.6,https://www.topuniversities.com/universities/universidad-de-lima,https://www.topuniversities.com/sites/default/files/230207011108pm679897LOGO-ULIMA-90x90.jpg,23.5,201+,14.3,201+,53.2,82,17.2,201+,9.2,201+,47.5,175,38.6,125,88.8,28
95,95,Universidad de Palermo (UP),Argentina,Buenos Aires,Latin America,48.3,https://www.topuniversities.com/universities/universidad-de-palermo,https://www.topuniversities.com/sites/default/files/universidad-de-palermo-up_592560cf2aeae70239af54de_medium.jpg,1.7,201+,4.9,201+,56.2,70,99.1,13,29.4,190,16.4,201+,36.8,130,60.9,66
96,96,Universidad Nacional Costa Rica,Costa Rica,Heredia,Latin America,47.9,https://www.topuniversities.com/universities/universidad-nacional-costa-rica,https://www.topuniversities.com/sites/default/files/universidad-nacional-costa-rica_592560cf2aeae70239af52c1_medium.jpg,28.7,201+,19.5,201+,51.7,83,31.3,201+,10.9,201+,62,126,46.8,94,66.4,58
97,97,Instituto Tecnológico de Buenos Aires (ITBA),Argentina,Buenos Aires,Latin America,47.7,https://www.topuniversities.com/universities/instituto-tecnologico-de-buenos-aires-itba,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-de-buenos-aires-itba_592560cf2aeae70239af4bae_medium.jpg,37.6,182,8.5,201+,46.1,94,69.8,69,12.2,201+,13.9,201+,15.8,201+,84.2,35
97,98,Universidad Nacional de Cuyo,Argentina,Mendoza,Latin America,47.6,https://www.topuniversities.com/universities/universidad-nacional-de-cuyo,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-cuyo_592560cf2aeae70239af5124_medium.jpg,25.6,201+,27.6,171,62.3,64,36.7,173,7.8,201+,78.5,86,22.3,201+,45.6,96
98,99,Universidade Federal do Rio Grande do Norte (UFRN),Brazil,Rio Grande do Norte,Latin America,47.2,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande-do-norte-ufrn,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-norte_592560cf2aeae70239af5357_medium.jpg,48.9,148,78.8,52,30.8,144,19.9,201+,96.1,29,95.5,27,87.3,28,6,151+
99,100,Universidade Federal de Pelotas,Brazil,Pelotas,Latin America,46.5,https://www.topuniversities.com/universities/universidade-federal-de-pelotas,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pelotas-_592560cf2aeae70239af553d_medium.jpg,59.9,100,85.1,42,25.4,151+,50,121,95.9,31,75.2,95,47.6,91,9,151+
100,101,Universidade Federal da Paraíba,Brazil,João Pessoa,Latin America,46.4,https://www.topuniversities.com/universities/universidade-federal-da-paraba,https://www.topuniversities.com/sites/default/files/220304121353pm298963ufpb-90x90.jpeg,36.8,189,71.2,69,28.1,151+,21,201+,94.3,41,94.2,36,77.3,43,17.9,151+
101,102,Universidad de Las Américas (UDLA) Ecuador,Ecuador,Quito,Latin America,46.3,https://www.topuniversities.com/universities/universidad-de-las-americas-udla-ecuador,https://www.topuniversities.com/sites/default/files/251111022435pm932572UDLA-90x90.jpg,66.8,76,18.2,201+,54.4,75,42.6,148,11.6,201+,65.1,116,12.4,201+,37.5,116
102,103,Universidad Nacional de San Martín (UNSAM),Argentina,Buenos Aires,Latin America,46,https://www.topuniversities.com/universities/universidad-nacional-de-san-martin-unsam,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-martn-unsam_592560cf2aeae70239af5690_medium.jpg,20.9,201+,54.2,90,57.4,68,15.3,201+,57.9,107,81.6,76,35.9,137,21.9,151+
=103,104,Universidade Estadual de Maringá,Brazil,Maringá,Latin America,45.7,https://www.topuniversities.com/universities/universidade-estadual-de-maringa,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-maring_592560cf2aeae70239af5529_medium.jpg,61.6,91,82.2,45,18.8,151+,47.8,126,95.4,37,78.6,84,81.4,34,6,151+
=103,105,Universidade Federal de Uberlândia,Brazil,Uberlândia,Latin America,45.7,https://www.topuniversities.com/universities/universidade-federal-de-uberlandia,https://www.topuniversities.com/sites/default/files/universidade-federal-de-uberlndia_592560cf2aeae70239af5544_medium.jpg,55,117,65.4,73,26.1,151+,40.1,158,94.1,43,85.4,69,51.2,78,11.5,151+
=105,106,Universidad de Monterrey (UDEM),Mexico,San Pedro Garza García,Latin America,45.5,https://www.topuniversities.com/universities/universidad-de-monterrey-udem,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-06-15T131430.941-90x90.jpg,31.3,201+,27.3,174,64.3,58,13.6,201+,24.8,201+,40.5,201+,21.4,201+,52.2,83
=105,107,Universidade Federal do ABC,Brazil,Santo André,Latin America,45.5,https://www.topuniversities.com/universities/universidade-federal-do-abc,https://www.topuniversities.com/sites/default/files/universidade-federal-do-abc_59b033e4acb2956e0b3fac91_medium.jpg,85.6,40,98.8,16,20.9,151+,11.8,201+,99.7,=3,74.7,97,49.1,85,11.9,151+
=107,108,Escuela Politécnica Nacional,Ecuador,Quito,Latin America,45.3,https://www.topuniversities.com/universities/escuela-politecnica-nacional,https://www.topuniversities.com/sites/default/files/escuela-politcnica-nacional_592560cf2aeae70239af589c_medium.jpg,31.2,201+,74.2,61,42.1,109,33.2,197,42.7,139,62.1,125,33,155,40.4,103
=107,109,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,Monterrico,Latin America,45.3,https://www.topuniversities.com/universities/universidad-peruana-de-ciencias-aplicadas-upc,https://www.topuniversities.com/sites/default/files/240206095824pm847134upc-logo-90x90.jpg,1.4,201+,15.4,201+,58.4,65,10.9,201+,5.6,201+,43.5,199,34.5,147,84.1,36
109,110,Universidade Federal de Lavras,Brazil,Lavras,Latin America,45.1,https://www.topuniversities.com/universities/universidade-federal-de-lavras,https://www.topuniversities.com/sites/default/files/universidade-federal-de-lavras_2742_medium.jpg,64.2,83,99.6,8,18.2,151+,28.4,201+,98.3,19,80.2,79,62.1,54,11.1,151+
=110,111,Universidad Nacional de Mar del Plata,Argentina,Mar del Plata,Latin America,45,https://www.topuniversities.com/universities/universidad-nacional-de-mar-del-plata,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-mar-del-plata_592560cf2aeae70239af5125_medium.jpg,40.5,172,74,62,44.1,102,13.2,201+,57.1,109,74.5,98,49.5,84,24,151+
=110,112,Universidad de Guanajuato,Mexico,Guanajuato,Latin America,45,https://www.topuniversities.com/universities/universidad-de-guanajuato,https://www.topuniversities.com/sites/default/files/universidad-de-guanajuato_592560cf2aeae70239af513d_medium.jpg,52.2,130,52.8,92,43.4,105,15.5,201+,66.9,89,75.9,91,53.7,71,16.7,151+
112,113,Universidade Federal de Juiz de Fora- (UFJF),Brazil,Juiz de For a,Latin America,44.2,https://www.topuniversities.com/universities/universidade-federal-de-juiz-de-fora-ufjf,https://www.topuniversities.com/sites/default/files/universidade-federal-de-juiz-de-fora-ufjf_592560cf2aeae70239af5539_medium.jpg,32.4,201+,65.5,72,21.1,151+,55.1,109,91.3,52,91.2,54,46,98,15.7,151+
113,114,Universidad ICESI,Colombia,Cali,Latin America,43.7,https://www.topuniversities.com/universities/universidad-icesi,https://www.topuniversities.com/sites/default/files/universidad-icesi_592560cf2aeae70239af5150_medium.jpg,59.3,102,17,201+,34.6,132,97.2,19,7,201+,33.8,201+,53.6,73,39.5,107
114,115,Universidade Federal do Espírito Santo,Brazil,Vitória,Latin America,43.5,https://www.topuniversities.com/universities/universidade-federal-do-espirito-santo,https://www.topuniversities.com/sites/default/files/universidade-federal-do-esprito-santo_592560cf2aeae70239af5547_medium.jpg,54.2,119,77.9,55,14.9,151+,34.8,185,96.2,28,94.6,32,76.5,44,6,151+
=115,116,Universidad Autónoma de Chile,Chile,Providencia,Latin America,43.3,https://www.topuniversities.com/universities/universidad-autonoma-de-chile,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-chile_592560e09988f300e2320bc6_medium.jpg,93.5,21,48.9,103,34.5,133,13.5,201+,23.9,201+,90.2,56,36.9,129,22,151+
=115,117,Universidad Nacional del Sur,Argentina,Bahia Blanca,Latin America,43.3,https://www.topuniversities.com/universities/universidad-nacional-del-sur,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-sur_592560cf2aeae70239af550a_medium.jpg,45.7,157,33.3,145,35.3,128,45.5,132,54.3,114,82.6,74,37.3,128,21.2,151+
=115,118,Universidad Tecnológica Nacional (UTN),Argentina,Buenos Aires,Latin America,43.3,https://www.topuniversities.com/universities/universidad-tecnologica-nacional-utn,https://www.topuniversities.com/sites/default/files/250314113953am81912602-LOGO-MONTESERRAT-2025-90x90.jpg,34.8,199,3.2,201+,25.4,151+,60.4,96,13.4,201+,46.2,183,61.7,56,74.2,50
=118,119,Universidad Católica del Norte,Chile,Antofagasta,Latin America,43,https://www.topuniversities.com/universities/universidad-catolica-del-norte,https://www.topuniversities.com/sites/default/files/universidad-catlica-del-norte_592560cf2aeae70239af54b9_medium.jpg,63.9,85,87.1,37,27.1,151+,24.7,201+,32.8,174,93.5,45,47,92,23,151+
=118,120,Universidade Federal do Pará,Brazil,Belém,Latin America,43,https://www.topuniversities.com/universities/universidade-federal-do-para,https://www.topuniversities.com/sites/default/files/universidade-federal-do-par_592560cf2aeae70239af554d_medium.jpg,39.5,176,58.7,82,25,151+,18.6,201+,93.4,46,93.8,43,75,45,11,151+
120,121,Universidad San Ignacio de Loyola (USIL),Peru,La Molina,Latin America,42.9,https://www.topuniversities.com/universities/universidad-san-ignacio-de-loyola-usil,https://www.topuniversities.com/sites/default/files/universidad-san-ignacio-de-loyola_592560cf2aeae70239af5514_medium.jpg,83.7,46,29.4,160,38.1,119,6.8,201+,15,201+,57.3,137,20.4,201+,52.9,79
121,122,"ITESO, Universidad Jesuita de Guadalajara",Mexico,Tlaquepaque,Latin America,41.6,https://www.topuniversities.com/universities/iteso-universidad-jesuita-de-guadalajara,https://www.topuniversities.com/sites/default/files/iteso-universidad-jesuita-de-guadalajara_592560cf2aeae70239af5485_medium.jpg,60,99,3,201+,39.4,115,98.9,15,12.7,201+,16.5,201+,36.2,133,35.1,125
122,123,Federal University of Technology-Parana,Brazil,Curitiba,Latin America,41.1,https://www.topuniversities.com/universities/federal-university-technology-parana,https://www.topuniversities.com/sites/default/files/universidade-tecnolgica-federal-do-paran_592560cf2aeae70239af5556_medium.jpg,62.4,88,64.3,76,10,151+,36.1,178,90.8,53,96.5,25,40.9,115,11.5,151+
123,124,Universidade Estadual de Londrina,Brazil,Londrina,Latin America,40.6,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_medium.jpg,54,120,66,71,19.4,151+,29.1,201+,95.6,35,56.7,139,49.7,83,17.4,151+
124,125,Universidad de Tarapaca,Chile,Arica,Latin America,40.4,https://www.topuniversities.com/universities/universidad-de-tarapaca,https://www.topuniversities.com/sites/default/files/universidad-de-tarapaca_592560cf2aeae70239af5130_medium.jpg,92.3,25,99.8,5,21.5,151+,9.7,201+,40.2,145,95.4,28,29.9,173,9.1,151+
=125,126,Universidad Nacional de Ingeniería ,Peru,Lima,Latin America,40.3,https://www.topuniversities.com/universities/universidad-nacional-de-ingenieria,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-ingeniera-_592560cf2aeae70239af57dd_medium.jpg,7.1,201+,23.3,192,44.7,98,17.8,201+,3.5,201+,32.6,201+,40.9,114,78.2,46
=125,127,Universidad del Zulia,Venezuela,Maracaibo,Latin America,40.3,https://www.topuniversities.com/universities/universidad-del-zulia,https://www.topuniversities.com/sites/default/files/universidad-del-zulia_592560cf2aeae70239af5636_medium.jpg,6.9,201+,71.7,66,54.8,74,9.7,201+,n/a,n/a,56.4,141,11.5,201+,52.3,82
=127,128,The University of the West Indies at St. Augustine,Trinidad & Tobago,Saint Augustine,Latin America,39.8,https://www.topuniversities.com/universities/university-west-indies-st-augustine,,61.5,92,78,54,13.8,151+,16,201+,n/a,n/a,89.6,59,48.1,90,53.8,77
=127,129,Universidad Autónoma de Baja California,Mexico,Baja California,Latin America,39.8,https://www.topuniversities.com/universities/universidad-autonoma-de-baja-california,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-baja-california_592560cf2aeae70239af5138_medium.jpg,56.8,111,16.2,201+,41.2,110,13.1,201+,36.5,162,54.2,147,37.3,127,34.3,128
=127,130,Universidade Federal do Rio Grande ,Brazil,Rio Grande,Latin America,39.8,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-_592560cf2aeae70239af554c_medium.jpg,75.3,63,86.3,39,11.2,151+,38.5,164,91.8,49,80.9,78,32.3,=159,n/a,n/a
=127,131,Universidade do Vale do Rio Dos Sinos - UNISINOS,Brazil,São Leopoldo,Latin America,39.8,https://www.topuniversities.com/universities/universidade-do-vale-do-rio-dos-sinos-unisinos,https://www.topuniversities.com/sites/default/files/universidade-do-vale-do-rio-dos-sinos_592560cf2aeae70239af5526_medium.jpg,62,90,91,33,18.3,151+,13.2,201+,80.9,71,54.2,148,74.5,46,15.6,151+
=131,132,Universidade Federal de Goiás,Brazil,Goiânia,Latin America,39.5,https://www.topuniversities.com/universities/universidade-federal-de-goias,https://www.topuniversities.com/sites/default/files/universidade-federal-de-gois_592560cf2aeae70239af5537_medium.jpg,50.8,139,82.7,44,19.2,151+,19.9,201+,60.3,103,88.2,62,85.2,29,7.9,151+
=131,133,Universidade Federal de Itajubá,Brazil,Itajubá,Latin America,39.5,https://www.topuniversities.com/universities/universidade-federal-de-itajuba,https://www.topuniversities.com/sites/default/files/universidade-federal-de-itajub_592560cf2aeae70239af5538_medium.jpg,65.3,79,91.4,32,9.5,151+,24.9,201+,97.9,21,49.8,170,63.9,51,16.1,151+
133,134,Universidade Federal de Ouro Preto ,Brazil,Ouro Preto,Latin America,39.4,https://www.topuniversities.com/universities/universidade-federal-de-ouro-preto,https://www.topuniversities.com/sites/default/files/universidade-federal-de-ouro-preto-_592560cf2aeae70239af553b_medium.jpg,42.4,169,78.6,53,17.9,151+,31.6,201+,93.7,45,59.8,127,44.7,100,16.4,151+
134,135,Universidad de Belgrano (UB),Argentina,Buenos Aires,Latin America,39,https://www.topuniversities.com/universities/universidad-de-belgrano-ub,https://www.topuniversities.com/sites/default/files/230203072839pm689446isotipo2022-Institucional-fondo-institucional-90x90.jpg,n/a,n/a,2.3,201+,45.1,97,92.6,32,3.8,201+,n/a,n/a,18.8,201+,64.8,61
135,136,Universidad Alberto Hurtado,Chile,Santiago,Latin America,38.1,https://www.topuniversities.com/universities/universidad-alberto-hurtado,https://www.topuniversities.com/sites/default/files/universidad-alberto-hurtado_716_medium.jpg,7.9,201+,91.8,31,44.6,100,9.6,201+,59.3,105,20.3,201+,27.4,185,36.5,119
=136,137,Universidad de San Carlos de Guatemala,Guatemala,Guatemala City,Latin America,37.6,https://www.topuniversities.com/universities/universidad-de-san-carlos-de-guatemala,https://www.topuniversities.com/sites/default/files/universidad-de-san-carlos-de-guatemala_592560cf2aeae70239af54e0_medium.jpg,26.3,201+,1.5,201+,53.7,78,12.7,201+,n/a,n/a,47,178,55,67,41.9,102
=136,138,Yachay Tech University,Ecuador,Urcuqui,Latin America,37.6,https://www.topuniversities.com/universities/yachay-tech-university,https://www.topuniversities.com/sites/default/files/240208083840pm239397200x200px-90x90.jpg,93.2,22,99.5,9,11.2,151+,43.4,144,74.1,75,53.9,150,11.6,201+,2.7,151+
138,139,Universidade Federal Rural de Pernambuco (UFRPE),Brazil,Recife,Latin America,37.5,https://www.topuniversities.com/universities/universidade-federal-rural-de-pernambuco-ufrpe,https://www.topuniversities.com/sites/default/files/220907114005am603222universidade-federal-rural-de-pernambuco-logo-90x90.jpg,30.4,201+,81.2,47,n/a,n/a,99.6,10,99.9,2,66.4,111,41.8,110,n/a,n/a
139,140,Universidad Nacional Agraria la Molina,Peru,Lima,Latin America,37.3,https://www.topuniversities.com/universities/universidad-nacional-agraria-la-molina,https://www.topuniversities.com/sites/default/files/universidad-nacional-agraria-la-molina_592560cf2aeae70239af515c_medium.jpg,22.4,201+,33,147,39.3,116,31.7,201+,21.6,201+,51.2,165,29.8,174,40,106
=140,141,Universidad Autónoma del Estado de Hidalgo (UAEH),Mexico,Pachuca,Latin America,37.2,https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-hidalgo-uaeh,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-hidalgo-uaeh_592560cf2aeae70239af54ac_medium.jpg,58.9,103,10.5,201+,19.3,151+,72.2,67,12.9,201+,53.2,156,35.9,139,38.5,110
=140,142,Universidad de Medellín,Colombia,Medellin,Latin America,37.2,https://www.topuniversities.com/universities/universidad-de-medellin,https://www.topuniversities.com/sites/default/files/universidad-de-medelln_592560cf2aeae70239af5337_medium.jpg,77.6,58,46.6,108,37.6,120,37.8,165,25,201+,25.3,201+,11.5,201+,23.9,151+
142,143,Universidad de Cuenca,Ecuador,Cuenca,Latin America,37.1,https://www.topuniversities.com/universities/universidad-de-cuenca,https://www.topuniversities.com/sites/default/files/universidad-de-cuenca_592560cf2aeae70239af54cc_medium.jpg,47.4,154,28.9,165,43.7,104,12.5,201+,17.1,201+,68.7,102,32.5,158,23.4,151+
143,144,Universidad Autónoma de San Luis de Potosí,Mexico,San Luis Potosí,Latin America,36.8,https://www.topuniversities.com/universities/universidad-autonoma-de-san-luis-de-potosi,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-san-luis-de-potos_592560cf2aeae70239af54a5_medium.jpg,48.7,150,45,111,35.5,127,16.3,201+,36.8,159,73.5,99,46.3,97,12.1,151+
144,145,Universidade Estadual de Ponta Grossa ,Brazil,Ponta Grossa,Latin America,36.7,https://www.topuniversities.com/universities/universidade-estadual-de-ponta-grossa,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-ponta-grossa-_592560cf2aeae70239af552c_medium.jpg,64,84,25.3,181,6,151+,73.5,62,96.5,26,59.4,128,35,143,4.5,151+
=145,146,Universidad de La Serena,Chile,La Serena,Latin America,36.3,https://www.topuniversities.com/universities/universidad-de-la-serena,https://www.topuniversities.com/sites/default/files/universidad-de-la-serena_1712_medium.jpg,83.5,48,74.9,59,27.6,151+,9.9,201+,31.1,180,58.3,134,21.1,201+,16.7,151+
=145,147,Universidade Paulista ,Brazil,São Paulo,Latin America,36.3,https://www.topuniversities.com/universities/universidade-paulista,https://www.topuniversities.com/sites/default/files/universidade-paulista-_592560cf2aeae70239af5622_medium.jpg,96.2,16,26.4,177,17.9,151+,1.8,201+,41.8,142,32.3,201+,36,136,45,97
=147,148,Universidad de Antofagasta,Chile,Antofagasta,Latin America,36.2,https://www.topuniversities.com/universities/universidad-de-antofagasta,https://www.topuniversities.com/sites/default/files/universidad-de-antofagasta_592560cf2aeae70239af512c_medium.jpg,92.1,26,56.1,87,22.6,151+,24.8,201+,22.7,201+,75.9,92,20.8,201+,12.3,151+
=147,149,Universidad de Piura,Peru,Piura,Latin America,36.2,https://www.topuniversities.com/universities/universidad-de-piura,https://www.topuniversities.com/sites/default/files/universidad-de-piura_592560cf2aeae70239af515d_medium.jpg,1.8,201+,15.3,201+,45.2,95,18.5,201+,28.6,193,21.9,201+,26.7,194,59.3,71
149,150,Universidad Nacional de Asunción,Paraguay,San Lorenzo,Latin America,36.1,https://www.topuniversities.com/universities/universidad-nacional-de-asuncion,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-asuncin_592560cf2aeae70239af5503_medium.jpg,26.1,201+,3.6,201+,33.9,136,64.1,83,10.8,201+,52.8,159,39.4,122,34,130
150,151,Universidad Latina de Costa Rica,Costa Rica,San Jose,Latin America,36,https://www.topuniversities.com/universities/universidad-latina-de-costa-rica,https://www.topuniversities.com/sites/default/files/240722083734am70831801-Logo-ULATINA-200x200-90x90.jpg,n/a,n/a,1.7,201+,43.1,106,72.3,65,1.5,201+,14.7,201+,10.6,201+,59.9,68
151-160,152,Universidade Federal de Mato Grosso do Sul,Brazil,Campo Grande,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-mato-grosso-do-sul,https://www.topuniversities.com/sites/default/files/universidade-federal-do-mato-grosso-do-sul-_592560cf2aeae70239af554a_medium.jpg,60.8,97,56.4,86,5.8,151+,36.3,174,91.4,50,75.4,94,55.5,66,2.5,151+
151-160,153,Pontificia Universidad Católica Madre y Maestra (PUCMM),Dominican Republic,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/pontificia-universidad-catolica-madre-y-maestra-pucmm,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-madre-y-maestra-pucmm_592560cf2aeae70239af548a_medium.jpg,100,3,5.3,201+,28.1,151+,28.9,201+,6.7,201+,41.1,201+,21.2,201+,34,131
151-160,154,Universidad Argentina de la Empresa (UADE),Argentina,Buenos Aires,Latin America,n/a,https://www.topuniversities.com/universities/universidad-argentina-de-la-empresa-uade,https://www.topuniversities.com/sites/default/files/universidad-argentina-de-la-empresa-uade_592560cf2aeae70239af5494_medium.jpg,6.5,201+,1.7,201+,27.6,151+,99.2,11,3.7,201+,2.7,201+,15.9,201+,66.1,59
151-160,155,Universidad Católica de la Santísima Concepción (UCSC),Chile,Concepción,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-de-la-santisima-concepcion-ucsc,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-la-santsima-concepcin-ucsc_592560cf2aeae70239af54b6_medium.jpg,43.1,167,73.5,63,24,151+,22.2,201+,31.3,178,86,67,24.8,201+,17.5,151+
151-160,156,"Universidad Central ""Marta Abreu"" de Las Villas",Cuba,Santa Clara,Latin America,n/a,https://www.topuniversities.com/universities/universidad-central-marta-abreu-de-las-villas,https://www.topuniversities.com/sites/default/files/universidad-central-marta-abreu-de-las-villas_592560cf2aeae70239af54c1_medium.jpg,53.9,121,8.3,201+,26.3,151+,100,6,31.3,179,41.2,201+,21.7,201+,8.1,151+
151-160,157,Universidad Tecnológica de Panamá (UTP),Panama,Panama City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnologica-de-panama-utp,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-panam-utp_592560cf2aeae70239af4db4_medium.jpg,2.4,201+,6.3,201+,39.8,113,62,92,6.8,201+,24.2,201+,25.9,201+,53.4,78
151-160,158,Universidad Veracruzana,Mexico,Xalapa,Latin America,n/a,https://www.topuniversities.com/universities/universidad-veracruzana,https://www.topuniversities.com/sites/default/files/universidad-veracruzana_592560cf2aeae70239af513a_medium.jpg,17.3,201+,18.2,201+,43,107,21.3,201+,39.7,147,52.6,160,77.9,42,15.9,151+
151-160,159,Universidad del Valle de Guatemala (UVG),Guatemala,Guatemala City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-valle-de-guatemala-uvg,https://www.topuniversities.com/sites/default/files/211125092041pm825065Logo-UVG-90x90.jpg,28.8,201+,6.6,201+,30,148,80.1,51,7.3,201+,26.1,201+,17.2,201+,46.7,92
