rank_raw,rank,name,country,overall_score,teaching_score,research_env_score,research_quality_score,industry_score,international_score,url,street_address,locality,region,postal_code,country_address
1201–1500,1201,University of La Serena,Chile,32.0,14.3,10.3,54.3,17.3,50.3,https://www.timeshighereducation.com/world-university-rankings/university-la-serena,Benavente 980,La Serena,Coquimbo Region,,Chile
1201–1500,1201,University of Las Palmas de Gran Canaria,Spain,32.0,21.4,26.9,42.7,32.5,41.7,https://www.timeshighereducation.com/world-university-rankings/university-las-palmas-de-gran-canaria,Juan de Quesada 30,,Las Palmas de Gran Canaria,35001,Spain
1201–1500,1201,University of León,Spain,32.0,24.9,15.9,41.8,61.0,36.8,https://www.timeshighereducation.com/world-university-rankings/university-leon,No 25 Avenida de la Facultad Edificio de Rectorado,Leon,Leon,24004,Spain
1201–1500,1201,University of Malaga,Spain,32.0,21.1,17.1,42.1,54.0,41.5,https://www.timeshighereducation.com/world-university-rankings/university-malaga,"['Avda. Cervantes', '2']",,MA,29071,Spain
1201–1500,1201,University of Manouba,Tunisia,32.0,25.9,9.7,42.1,23.9,45.8,https://www.timeshighereducation.com/world-university-rankings/university-manouba,University Campus of Manouba,Manouba,Manouba,2010,Tunisia
1201–1500,1201,University of Maragheh,Iran,32.0,14.7,17.1,59.6,31.3,47.8,https://www.timeshighereducation.com/world-university-rankings/university-maragheh,Daneshgah Boulevard Madar Square,Maragheh,East Azarbaijan,83111 - 55,Iran
1201–1500,1201,University of Maribor,Slovenia,32.0,21.5,18.0,41.2,46.2,39.5,https://www.timeshighereducation.com/world-university-rankings/university-maribor,Slomskov trg 15,Maribor,Styria Region,2000,Slovenia
1201–1500,1201,University of Mauritius,Mauritius,32.0,27.5,14.9,42.2,41.3,37.5,https://www.timeshighereducation.com/world-university-rankings/university-mauritius,,Reduit,Moka District,80837,Mauritius
1201–1500,1201,University of Mazandaran,Iran,32.0,26.6,16.2,43.0,25.4,28.3,https://www.timeshighereducation.com/world-university-rankings/university-mazandaran,Pasdaran Street,Babolsar,Mazandaran,47415,Iran
1201–1500,1201,University of Nebraska Omaha,United States,32.0,17.9,16.9,49.8,41.8,36.2,https://www.timeshighereducation.com/world-university-rankings/university-nebraska-omaha,6001 Dodge Street,Omaha,Nebraska,68182,United States
1201–1500,1201,University of Nigeria Nsukka,Nigeria,32.0,32.0,11.0,40.3,20.3,41.4,https://www.timeshighereducation.com/world-university-rankings/university-nigeria-nsukka,Ihe Nsukka,Nsukka,Enugu State,41001,Nigeria
1201–1500,1201,University of Northern British Columbia (UNBC),Canada,32.0,21.0,22.5,44.4,19.9,57.0,https://www.timeshighereducation.com/world-university-rankings/university-northern-british-columbia-unbc,3333 University Way,Prince George,British Columbia,V2N 4Z9,Canada
1201–1500,1201,"University of Occupational and Environmental Health, Japan",Japan,32.0,29.0,11.9,53.1,53.7,23.1,https://www.timeshighereducation.com/world-university-rankings/university-occupational-and-environmental-health-japan,"['1-1', 'Iseigaoka Yahata-nishi-ku']",,40,807-8555,Japan
1201–1500,1201,University of Peradeniya,Sri Lanka,32.0,12.8,12.4,56.4,30.0,39.3,https://www.timeshighereducation.com/world-university-rankings/university-peradeniya,Galaha Road,Peradeniya,Kandy District,20400,Sri Lanka
1201–1500,1201,University of Reims Champagne-Ardenne,France,32.0,29.1,9.8,37.4,36.4,56.1,https://www.timeshighereducation.com/world-university-rankings/university-reims-champagne-ardenne,2 Avenue Robert Schuman,Reims,Grand Est Region,51100,France
1201–1500,1201,University of Rouen Normandie,France,32.0,24.9,13.9,38.3,51.6,55.9,https://www.timeshighereducation.com/world-university-rankings/university-rouen-normandie,Place Emile Blondel,,Mont Saint Aignan,76821,France
1201–1500,1201,University of Sargodha,Pakistan,32.0,14.5,13.6,63.0,20.9,49.4,https://www.timeshighereducation.com/world-university-rankings/university-sargodha,University Road Sargodha,,Punjab,40100,Pakistan
1201–1500,1201,University of Sfax,Tunisia,32.0,29.7,12.3,41.5,39.3,46.0,https://www.timeshighereducation.com/world-university-rankings/university-sfax,Route de l'Aéroport Km 0.5 BP 1169,,Sfax,3029,Tunisia
1201–1500,1201,University of Social Welfare and Rehabilitation Sciences,Iran,32.0,34.0,15.7,34.3,22.8,33.4,https://www.timeshighereducation.com/world-university-rankings/university-social-welfare-and-rehabilitation-sciences,Kodakyar Ave. Daneshjo Blvd.,Evin,Tehran,1985713834,Iran
1201–1500,1201,University of South Africa,South Africa,32.0,19.7,17.8,51.0,30.4,42.2,https://www.timeshighereducation.com/world-university-rankings/university-south-africa,1 Preller Street Muckleneuk Ridge,Pretoria,Gauteng,0002,South Africa
1201–1500,1201,University of South Wales,United Kingdom,32.0,18.2,11.7,35.7,52.3,78.6,https://www.timeshighereducation.com/world-university-rankings/university-south-wales,Llantwit Road,Pontypridd,Rhondda Cynon Taff,CF37 1DL,United Kingdom
1201–1500,1201,University of Split,Croatia,32.0,22.2,15.3,42.3,28.6,34.7,https://www.timeshighereducation.com/world-university-rankings/university-split,Ulica Rudera Boskovica 31,Split,Split Croatia,21000,Croatia
1201–1500,1201,University of Staffordshire,United Kingdom,32.0,16.3,12.3,48.0,23.8,73.4,https://www.timeshighereducation.com/world-university-rankings/university-staffordshire,College Road,Stoke on Trent,Staffordshire,ST4 2DE,United Kingdom
1201–1500,1201,University of Technology of Compiègne,France,32.0,28.7,11.6,30.6,58.7,81.9,https://www.timeshighereducation.com/world-university-rankings/university-technology-compiegne,Rue Du Docteur Schweitzer,Compiegne,Cedex France,60203,France
1201–1500,1201,University of the Philippines,Philippines,32.0,27.4,17.9,39.0,28.9,38.6,https://www.timeshighereducation.com/world-university-rankings/university-philippines,Diliman,Quezon City,Quezon City,1102,Philippines
1201–1500,1201,University of Trás-os-Montes and Alto Douro,Portugal,32.0,19.6,20.9,47.3,38.6,40.5,https://www.timeshighereducation.com/world-university-rankings/university-tras-os-montes-and-alto-douro,Quinta de Prados,Vila Real,Tras os Montes Region,5000-801,Portugal
1201–1500,1201,University of Tripoli,Libya,32.0,14.6,10.7,66.1,17.2,43.3,https://www.timeshighereducation.com/world-university-rankings/university-tripoli,PO Box 13,,Tripoli,275,Libya
1201–1500,1201,University of Urbino Carlo Bo,Italy,32.0,17.6,19.9,47.6,36.3,50.1,https://www.timeshighereducation.com/world-university-rankings/university-urbino-carlo-bo,Via Aurelio Saffi 2,,Urbino,61029,Italy
1201–1500,1201,University of Valladolid,Spain,32.0,24.8,16.7,40.7,44.4,39.5,https://www.timeshighereducation.com/world-university-rankings/university-valladolid,C/ Plaza de Santa  Cruz 8,,VA,47002,Spain
1201–1500,1201,University of West London,United Kingdom,32.0,15.4,10.5,53.3,20.7,90.0,https://www.timeshighereducation.com/world-university-rankings/university-west-london,Saint Marys Road,London,Ealing,W5 5RF,United Kingdom
1201–1500,1201,University of Winchester,United Kingdom,32.0,19.0,15.4,45.4,18.0,61.2,https://www.timeshighereducation.com/world-university-rankings/university-winchester,Sparkford Road,Winchester,Hampshire,SO22 4NR,United Kingdom
1201–1500,1201,University of Wrocław,Poland,32.0,28.7,21.8,37.9,35.5,45.1,https://www.timeshighereducation.com/world-university-rankings/university-wroclaw,Plac Uniwersytecki 1,Wroclaw,Lower Silesian Voivodeship,50-137,Poland
1201–1500,1201,University of Zagreb,Croatia,32.0,27.6,19.1,41.8,57.5,31.3,https://www.timeshighereducation.com/world-university-rankings/university-zagreb,Trg Republike Hrvatske 14,Zagreb,Zagreb,10000,Croatia
1201–1500,1201,University of Žilina,Slovakia,32.0,26.2,19.6,39.9,45.5,33.9,https://www.timeshighereducation.com/world-university-rankings/university-zilina,Univerzitna 8215/1,Zilina,Zilinsky Kraj,010 26,Slovakia
1201–1500,1201,University Rey Juan Carlos,Spain,32.0,18.7,15.3,47.4,46.7,38.4,https://www.timeshighereducation.com/world-university-rankings/university-rey-juan-carlos,Calle Tulipan s/n,Mostoles,M,28933,Spain
1201–1500,1201,Urmia University of Technology,Iran,32.0,12.2,14.3,56.7,22.0,49.0,https://www.timeshighereducation.com/world-university-rankings/urmia-university-technology,Band Road,,Urmia,171655716,Iran
1201–1500,1201,USAMV Cluj-Napoca,Romania,32.0,19.7,10.0,52.3,22.0,37.5,https://www.timeshighereducation.com/world-university-rankings/usamv-cluj-napoca,Calea Manastur 3-5,,Cluj-Napoca,400372,Romania
1201–1500,1201,"Vietnam National University, Hanoi",Vietnam,32.0,17.7,11.5,54.6,28.2,44.3,https://www.timeshighereducation.com/world-university-rankings/vietnam-national-university-hanoi,144- Xuan Thuy Street Cau Giay,Hanoi,Hanoi,,Vietnam
1201–1500,1201,"Visvesvaraya National Institute of Technology, Nagpur",India,32.0,32.7,12.8,41.6,36.5,20.1,https://www.timeshighereducation.com/world-university-rankings/visvesvaraya-national-institute-technology-nagpur,South Ambazari Road,Nagpur,MH,440010,India
1201–1500,1201,VSB - Technical University of Ostrava,Czechia,32.0,25.6,20.9,38.5,48.5,55.4,https://www.timeshighereducation.com/world-university-rankings/vsb-technical-university-ostrava,17 listopadu 2172/15 Poruba,Ostrava,Moravian Silesian,708 00,Czechia
1201–1500,1201,Vytautas Magnus University,Lithuania,32.0,23.7,12.9,36.9,21.2,69.5,https://www.timeshighereducation.com/world-university-rankings/vytautas-magnus-university,K. Donelaicio str. 58,Kaunas,Kaunas,44248,Lithuania
1201–1500,1201,Walailak University,Thailand,32.0,19.4,15.4,56.4,18.7,47.8,https://www.timeshighereducation.com/world-university-rankings/walailak-university,222 Thaiburi Subdistrict Thasala District,Nakhonsithammarat,Nakhonsithammarat,80160,Thailand
1201–1500,1201,Warsaw University of Technology,Poland,32.0,28.3,17.7,32.9,61.1,33.9,https://www.timeshighereducation.com/world-university-rankings/warsaw-university-technology,"['Plac Politechniki 1 Main Building', 'Room 104']",Warsaw,Masovian Voivodeship,00661,Poland
1201–1500,1201,Wilfrid Laurier University,Canada,32.0,15.8,16.1,49.3,58.4,61.2,https://www.timeshighereducation.com/world-university-rankings/wilfrid-laurier-university,75 University Avenue West,Waterloo,Ontario,N2L 3C5,Canada
1201–1500,1201,Woosong University,South Korea,32.0,19.1,10.4,43.2,24.2,86.2,https://www.timeshighereducation.com/world-university-rankings/woosong-university,"['171 Dongdaejeon-ro', 'Dong-gu Dong-gu']",,30,300718,South Korea
1201–1500,1201,Wrocław University of Science and Technology,Poland,32.0,23.6,19.3,36.2,58.5,34.0,https://www.timeshighereducation.com/world-university-rankings/wroclaw-university-science-and-technology,27 Wybrzeze Wyspianskiego,Wroclaw,Lower Silesian Voivodeship,50370,Poland
1201–1500,1201,Wuhan Textile University,China,32.0,16.3,12.4,57.9,55.7,23.9,https://www.timeshighereducation.com/world-university-rankings/wuhan-textile-university,1 Fangzhi Road Hongshan District,Wuhan,Hubei,430073,China
1201–1500,1201,Xiangtan University,China,32.0,18.6,17.4,53.6,56.3,23.1,https://www.timeshighereducation.com/world-university-rankings/xiangtan-university,Yuhu District,Xiangtan,Hunan,411105,China
1201–1500,1201,Yanshan University,China,32.0,21.6,12.2,45.4,57.0,20.8,https://www.timeshighereducation.com/world-university-rankings/yanshan-university,Qinhuangdao,,Hebei,66004,China
1201–1500,1201,Yaşar University,Turkey,32.0,21.5,11.8,57.8,21.1,43.1,https://www.timeshighereducation.com/world-university-rankings/yasar-university,Üniversite Caddesi No:37-39,Bornova,Izmir PK.,35100,Turkey
1201–1500,1201,Yazd University,Iran,32.0,21.6,18.5,44.8,44.4,35.6,https://www.timeshighereducation.com/world-university-rankings/yazd-university,Safaeih Road,Yazd,21,,Iran
1201–1500,1201,Yokohama National University,Japan,32.0,28.3,21.9,22.1,82.3,35.3,https://www.timeshighereducation.com/world-university-rankings/yokohama-national-university,"['79-1 Tokiwadai', 'Hodogaya Ward']",Yokohama,14,240-8501,Japan
1201–1500,1201,Zewail City of Science and Technology,Egypt,32.0,23.7,10.5,48.2,23.7,40.6,https://www.timeshighereducation.com/world-university-rankings/zewail-city-science-and-technology,Ahmed Zewail Road October Gardens,6th of October City,Giza,,Egypt
1201–1500,1201,Zhejiang Chinese Medical University,China,32.0,20.2,17.5,46.1,36.4,22.7,https://www.timeshighereducation.com/world-university-rankings/zhejiang-chinese-medical-university,548 Bin Wen Road,Hangzhou,Zhejiang,310053,China
1201–1500,1201,Zhejiang University of Finance and Economics,China,32.0,14.3,13.3,66.8,30.8,28.8,https://www.timeshighereducation.com/world-university-rankings/zhejiang-university-finance-and-economics,"['No. 18', 'Xueyuan Street', 'Xiasha']",Hangzhou,Zhejiang,310018,China
1501+,1501,Abdelmalek Essaâdi University,Morocco,27.2,22.9,11.1,43.1,20.7,29.0,https://www.timeshighereducation.com/world-university-rankings/abdelmalek-essaadi-university,Avenue 9 Avril Quartier Mhaneche II,Tetouan,Tanger Tetouan Al Hoceima,93030,Morocco
1501+,1501,Acharya Nagarjuna University,India,27.2,45.0,9.9,16.8,27.6,28.6,https://www.timeshighereducation.com/world-university-rankings/acharya-nagarjuna-university,"['NH16', 'Nagarjuna Nagar']",Guntur,AP,522510,India
1501+,1501,Acıbadem University,Turkey,27.2,27.3,12.4,29.0,26.4,37.0,https://www.timeshighereducation.com/world-university-rankings/acibadem-university,32 Kayisdagi Street,Atasehir,Istanbul,34752,Turkey
1501+,1501,Adana Alparslan Türkeş Science and Technology University,Turkey,27.2,13.7,10.4,31.5,17.2,22.9,https://www.timeshighereducation.com/world-university-rankings/adana-alparslan-turkes-science-and-technology-university,Balcalı,Catalan,01,01250,Turkey
1501+,1501,Adelphi University,United States,27.2,25.5,7.9,26.2,18.1,35.8,https://www.timeshighereducation.com/world-university-rankings/adelphi-university,One South Avenue PO Box 701,Garden City,New York,11530-0701,United States
1501+,1501,Adıyaman University,Turkey,27.2,13.0,10.1,33.5,16.8,28.0,https://www.timeshighereducation.com/world-university-rankings/adiyaman-university,Altınsehir Mah. 3005 Sok No:13,Adiyaman,Adıyaman Province,02040,Turkey
1501+,1501,Afyonkarahisar Health Sciences University,Turkey,27.2,29.8,11.8,13.1,24.6,23.3,https://www.timeshighereducation.com/world-university-rankings/afyonkarahisar-health-sciences-university,Zafer Saglık Kulliyesi Dortyol Mahallesi 2078 Sokak No: 3,Afyonkarahisar,Afyonkarahisar Province,,Turkey
1501+,1501,Afyon Kocatepe University,Turkey,27.2,16.5,9.8,26.4,22.5,26.5,https://www.timeshighereducation.com/world-university-rankings/afyon-kocatepe-university,Gazligol Yolu,Afyonkarahisar,Afyonkarahisar,03200,Turkey
1501+,1501,AIIMS Rishikesh,India,27.2,29.0,11.2,17.2,22.8,21.0,https://www.timeshighereducation.com/world-university-rankings/aiims-rishikesh,Virbhadra Road,Rishikesh,UK,249 203,India
1501+,1501,Akita University,Japan,27.2,26.3,13.6,18.7,43.3,28.7,https://www.timeshighereducation.com/world-university-rankings/akita-university,1-1 Tegata Gakuencho,Akita City,05,010-8502,Japan
1501+,1501,Aksaray University,Turkey,27.2,14.8,9.3,24.1,18.2,28.9,https://www.timeshighereducation.com/world-university-rankings/aksaray-university,No 23 Adana Cadde Bahcesaray Mahalle,Aksaray,Aksaray Province,68100,Turkey
1501+,1501,Alanya Alaaddin Keykubat University,Turkey,27.2,16.4,10.3,20.0,16.4,27.2,https://www.timeshighereducation.com/world-university-rankings/alanya-alaaddin-keykubat-university,No. 80 Universite Caddesi Kestel Mahallesi,Alanya,07,07425,Turkey
1501+,1501,Alberto Hurtado University,Chile,27.2,15.8,16.6,24.1,16.0,37.7,https://www.timeshighereducation.com/world-university-rankings/alberto-hurtado-university,Avda. Libertador Bernardo O'Higgins,Santiago de Chile,Santiago,8340575,Chile
1501+,1501,Alexandru Ioan Cuza University,Romania,27.2,22.5,12.2,29.2,41.1,39.3,https://www.timeshighereducation.com/world-university-rankings/alexandru-ioan-cuza-university,"['Bulevardul Carol I', 'Nr.11']",Lasi,Lasi,700506,Romania
1501+,1501,Al-Furat Al-Awsat Technical University,Iraq,27.2,11.5,8.6,21.1,19.6,24.3,https://www.timeshighereducation.com/world-university-rankings/al-furat-al-awsat-technical-university,Republic of Iraq Al-Najaf City,,Kufa,,Iraq
1501+,1501,Allameh Tabataba ’i University,Iran,27.2,33.2,12.8,32.6,24.0,30.4,https://www.timeshighereducation.com/world-university-rankings/allameh-tabataba-i-university,Dehkadeh-ye-Olympic West Hemmat Highway,,Tehran,1489684511,Iran
1501+,1501,Al-Muthanna University,Iraq,27.2,20.2,8.5,32.2,16.3,36.9,https://www.timeshighereducation.com/world-university-rankings/al-muthanna-university,Samawah,Samawah,Al Muthanna Governorate,66001,Iraq
1501+,1501,Al-Nahrain University,Iraq,27.2,29.7,8.9,28.8,21.0,24.2,https://www.timeshighereducation.com/world-university-rankings/al-nahrain-university,Jadriah,,Baghdad,64074,Iraq
1501+,1501,Al-Qasim Green University,Iraq,27.2,22.5,7.9,49.2,16.6,25.0,https://www.timeshighereducation.com/world-university-rankings/al-qasim-green-university,8 Al-Qasim,Babylon,Babylon Governorate,,Iraq
1501+,1501,Al-Quds University,Palestine,27.2,22.9,11.0,17.8,21.1,81.2,https://www.timeshighereducation.com/world-university-rankings/al-quds-university,P.O. Box 89,Jerusalem,Jerusalem Governorate,,Palestine
1501+,1501,Altai State University,Russian Federation,27.2,23.0,16.4,17.1,25.3,62.1,https://www.timeshighereducation.com/world-university-rankings/altai-state-university,"['pr. Lenina', '61']",Barnaul,Altai Krai,656049,Russian Federation
1501+,1501,Altınbaş University,Turkey,27.2,17.6,11.7,30.3,24.1,54.5,https://www.timeshighereducation.com/world-university-rankings/altinbas-university,Mahmutbey Dilmenler Caddesi No:26,,Bagcilar,34217,Turkey
1501+,1501,Alzahra University,Iran,27.2,27.3,16.9,28.1,26.6,28.3,https://www.timeshighereducation.com/world-university-rankings/alzahra-university,Deh Vanak Street,,Tehran,1993893973,Iran
1501+,1501,Amity University - Kolkata,India,27.2,18.0,11.5,33.5,22.2,54.9,https://www.timeshighereducation.com/world-university-rankings/amity-university-kolkata,"['Major Arterial Road', 'AA II Newtown']",Kadampukur,WB,700135,India
1501+,1501,Anáhuac University,Mexico,27.2,24.8,9.2,9.6,16.9,33.4,https://www.timeshighereducation.com/world-university-rankings/anahuac-university,Avenida Universidad Anahuac 46 Colonia Lomas Anahuac,Huixquilucan de Degollado,State of Mexico,52786,Mexico
1501+,1501,Ankara Yildirim Beyazit University,Turkey,27.2,20.1,13.1,29.5,22.5,31.0,https://www.timeshighereducation.com/world-university-rankings/ankara-yildirim-beyazit-university,"['No. 7', 'Gazze Caddesi Ayvali Mahallesi']",Ankara,06,06010,Turkey
1501+,1501,Antonio Nariño University,Colombia,27.2,18.4,8.3,28.9,17.1,51.5,https://www.timeshighereducation.com/world-university-rankings/antonio-narino-university,Calle 58A No 37-94 Carrera 38 No 58 A 77,Bogota,Cundinamarca,111311,Colombia
1501+,1501,Aoyama Gakuin University,Japan,27.2,16.7,9.4,10.8,29.3,36.4,https://www.timeshighereducation.com/world-university-rankings/aoyama-gakuin-university,4-4-25 Shibuya Shibuya-ku,,13,150-8366,Japan
1501+,1501,Arak University,Iran,27.2,19.3,14.6,32.9,29.1,35.1,https://www.timeshighereducation.com/world-university-rankings/arak-university,Daneshjoo Boulevard Ali Ebne Abitaleb,Arak,00,38156-8834,Iran
1501+,1501,Atılım University,Turkey,27.2,16.0,11.5,32.6,24.1,46.4,https://www.timeshighereducation.com/world-university-rankings/atilim-university,Kizilcasar District İncek Gölbaşı,,06,06836,Turkey
1501+,1501,Atma Jaya Catholic University of Indonesia,Indonesia,27.2,18.0,12.7,19.5,22.9,48.4,https://www.timeshighereducation.com/world-university-rankings/atma-jaya-catholic-university-indonesia,No 51 Jalan Jenderal Sudirman RT 02 RW 04 Karet Semanggi,Kota Jakarta Selatan,DKI Jakarta,12930,Indonesia
1501+,1501,Austral University of Chile,Chile,27.2,15.6,17.2,29.2,41.8,52.4,https://www.timeshighereducation.com/world-university-rankings/austral-university-chile,Independencia 641,Valdivia,Valdivia,,Chile
1501+,1501,Autonomous University of Baja California,Mexico,27.2,14.8,9.0,14.4,18.2,32.3,https://www.timeshighereducation.com/world-university-rankings/autonomous-university-baja-california,Av Alvaro Obregon y Julian Carrillo s/n,Mexicali,Baja California,21100,Mexico
1501+,1501,Autonomous University of Guerrero (UAGro),Mexico,27.2,16.0,7.7,10.9,17.7,29.7,https://www.timeshighereducation.com/world-university-rankings/autonomous-university-guerrero-uagro,Av. Javier Méndez Aponte #1 Fracc. Servidor Agrario,Chilpancingo,Guerrero,39070,Mexico
1501+,1501,Aydın Adnan Menderes University,Turkey,27.2,28.4,20.3,20.0,20.4,22.9,https://www.timeshighereducation.com/world-university-rankings/aydin-adnan-menderes-university,Kepez Mevkii Efeler,Aydin,Aydin Province,,Turkey
1501+,1501,Azerbaijan State Oil and Industry University,Azerbaijan,27.2,25.0,8.1,15.7,19.7,44.7,https://www.timeshighereducation.com/world-university-rankings/azerbaijan-state-oil-and-industry-university,16/21 Azadliq Avenue,Baku,Absheron Peninsula,,Azerbaijan
1501+,1501,Azerbaijan Technical University (AzTU),Azerbaijan,27.2,26.2,7.5,5.7,30.4,35.9,https://www.timeshighereducation.com/world-university-rankings/azerbaijan-technical-university-aztu,25 H.Javid avenue,,Baku,1073,Azerbaijan
1501+,1501,Babcock University,Nigeria,27.2,27.6,9.9,41.8,16.0,33.5,https://www.timeshighereducation.com/world-university-rankings/babcock-university,Joseph Vavrineck Road,Ilishan Remo,OG,121103,Nigeria
1501+,1501,Badji Mokhtar University – Annaba,Algeria,27.2,39.9,8.8,17.0,21.3,35.3,https://www.timeshighereducation.com/world-university-rankings/badji-mokhtar-university-annaba,Boite Postale 12,Annaba,Annaba,23000,Algeria
1501+,1501,Baku State University,Azerbaijan,27.2,30.1,10.1,21.2,21.0,45.4,https://www.timeshighereducation.com/world-university-rankings/baku-state-university,Academician Zahid Khalilov Street 33,Baku,Baku,1148,Azerbaijan
1501+,1501,Balıkesir University,Turkey,27.2,14.6,9.9,15.7,21.0,20.7,https://www.timeshighereducation.com/world-university-rankings/balikesir-university,Bigadic over path 17. km,Balikesir,Balıkesir Province,10145,Turkey
1501+,1501,"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",Pakistan,27.2,10.8,9.5,41.3,20.9,49.9,https://www.timeshighereducation.com/world-university-rankings/balochistan-university-information-technology-engineering-and-management,Airport Road Baleli,Quetta,Balochistan,87300,Pakistan
1501+,1501,Bashkir State Medical University,Russian Federation,27.2,28.3,10.3,23.5,20.1,49.3,https://www.timeshighereducation.com/world-university-rankings/bashkir-state-medical-university,"['Teatralnaya Street', '2a Ground Floor']",Ufa,Volga Federal District,450000,Russian Federation
1501+,1501,Başkent University,Turkey,27.2,20.8,11.8,19.0,24.6,23.1,https://www.timeshighereducation.com/world-university-rankings/baskent-university,Fatih Sultan Mahallesi Eskisehir Yolu 18.km,Etimesgut,06,TR 06790,Turkey
1501+,1501,Belarusian State University,Belarus,27.2,24.7,11.1,10.9,45.0,65.8,https://www.timeshighereducation.com/world-university-rankings/belarusian-state-university,4 Nezavisimosti Avenue,Minsk,Minsk Region,220030,Belarus
1501+,1501,Belgorod State National Research University,Russian Federation,27.2,21.8,16.4,11.1,34.9,40.6,https://www.timeshighereducation.com/world-university-rankings/belgorod-state-national-research-university,"['85', 'Pobedy Street']",,Belgorod,308015,Russian Federation
1501+,1501,Benemérita Universidad Autónoma de Puebla,Mexico,27.2,23.3,9.8,13.5,21.2,36.0,https://www.timeshighereducation.com/world-university-rankings/benemerita-universidad-autonoma-de-puebla,4 sur 104 Historic Center,Puebla,Puebla,72000,Mexico
1501+,1501,Bernardo O’Higgins University,Chile,27.2,14.6,10.8,13.1,22.6,48.6,https://www.timeshighereducation.com/world-university-rankings/bernardo-ohiggins-university,1497 Avenida Viel Ruta 5 Sur,Santiago,Santiago,8330091,Chile
1501+,1501,Beykent University,Turkey,27.2,14.4,8.3,21.9,17.4,27.3,https://www.timeshighereducation.com/world-university-rankings/beykent-university,"['Cumhuriyet Mahallesi Lise Sokak No 5', 'Beykent']",Istanbul,Istanbul,34936,Turkey
1501+,1501,Bezmiâlem Vakif University,Turkey,27.2,37.8,12.0,26.1,22.9,28.6,https://www.timeshighereducation.com/world-university-rankings/bezmialem-vakif-university,Adnan Menderes Bulvari Vatan C No 113 Fatih,Istanbul,Istanbul,34093,Turkey
1501+,1501,Bharati Vidyapeeth University,India,27.2,27.1,11.1,25.1,39.2,20.6,https://www.timeshighereducation.com/world-university-rankings/bharati-vidyapeeth-university,Bharati Vidyapeeth Bhavan Lal Bahadur Shastri Marg,Pune,MH,411030,India
1501+,1501,Bialystok University of Technology,Poland,27.2,23.5,14.0,23.5,28.6,27.6,https://www.timeshighereducation.com/world-university-rankings/bialystok-university-technology,"['45A', 'Wiejska Street']",Bialystok,Podlaskie Province,15-351,Poland
1501+,1501,Bilecik Şeyh Edebali University,Turkey,27.2,16.3,10.2,31.7,21.7,37.9,https://www.timeshighereducation.com/world-university-rankings/bilecik-seyh-edebali-university,Pelitözü Mah. Fatih Sultan Mehmet Bulvarı No:27 11100,,11,27 11100,Turkey
1501+,1501,Blida 1 University,Algeria,27.2,18.3,8.2,15.7,18.2,35.2,https://www.timeshighereducation.com/world-university-rankings/blida-1-university,BP 270 road soumaa,Blida,Blida Province,,Algeria
1501+,1501,Bogomolets National Medical University,Ukraine,27.2,24.0,9.9,9.8,17.4,26.4,https://www.timeshighereducation.com/world-university-rankings/bogomolets-national-medical-university,34 Beresteyskyi Avenue,Kyiv,Kyiv Oblast,01601,Ukraine
1501+,1501,Bolu Abant Izzet Baysal University,Turkey,27.2,17.1,9.7,29.2,19.0,38.0,https://www.timeshighereducation.com/world-university-rankings/bolu-abant-izzet-baysal-university,Golkoy Yerleskesi,Bolu,Bolu Province,14280,Turkey
1501+,1501,Bozok University,Turkey,27.2,13.6,10.0,26.7,17.1,30.5,https://www.timeshighereducation.com/world-university-rankings/bozok-university,Ataturk Yolu 7Km,Yozgat,Yozgat Province,66900,Turkey
1501+,1501,B. S. Abdur Rahman Crescent Institute of Science and Technology,India,27.2,20.1,10.6,39.4,26.2,25.1,https://www.timeshighereducation.com/world-university-rankings/b-s-abdur-rahman-crescent-institute-science-and-technology,GST Road Vandalur,Chennai,Tamilnadu,600048,India
1501+,1501,Burapha University,Thailand,27.2,17.4,10.1,14.1,24.5,29.1,https://www.timeshighereducation.com/world-university-rankings/burapha-university,169 Long Hat Bang Saen Road Saen Suk Subdistrict,Chonburi,Chonburi,20131,Thailand
1501+,1501,Burdur Mehmet Akif Ersoy University,Turkey,27.2,12.6,9.6,34.9,18.9,23.5,https://www.timeshighereducation.com/world-university-rankings/burdur-mehmet-akif-ersoy-university,İstiklal,Burdur,Burdur Province,15030,Turkey
1501+,1501,Bursa Technical University,Turkey,27.2,13.6,8.7,23.3,22.8,34.5,https://www.timeshighereducation.com/world-university-rankings/bursa-technical-university,Mimar Sinan Mahallesi Mimar Sinan Bulvarı,Yıldırım,16,16310,Turkey
1501+,1501,Bursa Uludağ University,Turkey,27.2,19.3,10.2,23.4,26.5,36.0,https://www.timeshighereducation.com/world-university-rankings/bursa-uludag-university,Gorukle,Bursa,Bursa Province,16059,Turkey
1501+,1501,Çanakkale Onsekiz Mart University,Turkey,27.2,14.3,18.6,19.5,21.4,24.7,https://www.timeshighereducation.com/world-university-rankings/canakkale-onsekiz-mart-university,Kat 1/49 Comu Terzioglu Yerles Osem Binasi,Canakkale,Canakkale Province,,Turkey
1501+,1501,Çankırı Karatekin University,Turkey,27.2,14.4,18.0,23.0,17.1,31.9,https://www.timeshighereducation.com/world-university-rankings/cankiri-karatekin-university,Fatih Mahallesi Uluyazı Kampüsü Ring Yolu,,18,18100,Turkey
