rank_raw,rank,name,country,overall_score,teaching_score,research_env_score,research_quality_score,industry_score,international_score,url,street_address,locality,region,postal_code,country_address
601–800,601,Jouf University,Saudi Arabia,43.5,23.8,17.6,72.3,25.6,75.5,https://www.timeshighereducation.com/world-university-rankings/jouf-university,King Khalid Road PO Box 2014,Sakakah,Al Jouf Province,,Saudi Arabia
601–800,601,Kadir Has University,Turkey,43.5,19.4,31.7,67.1,32.8,56.1,https://www.timeshighereducation.com/world-university-rankings/kadir-has-university,Cibali District Kadir Has Street Fatih,Istanbul,Istanbul Province,34083,Turkey
601–800,601,Kafrelsheikh University,Egypt,43.5,28.7,9.6,76.9,21.6,53.1,https://www.timeshighereducation.com/world-university-rankings/kafrelsheikh-university,ElGeish St,Kafrelshiekh,KFS,,Egypt
601–800,601,Kansas State University,United States,43.5,35.1,22.9,52.6,68.4,53.2,https://www.timeshighereducation.com/world-university-rankings/kansas-state-university,919 MidCampus Drive North,Manhattan,Kansas,66506,United States
601–800,601,Keio University,Japan,43.5,37.0,28.3,49.1,73.7,41.0,https://www.timeshighereducation.com/world-university-rankings/keio-university,2-15-45 Mita Minato-ku,Tokyo,13,108-8345,Japan
601–800,601,King Faisal University,Saudi Arabia,43.5,25.6,14.8,73.7,40.4,78.4,https://www.timeshighereducation.com/world-university-rankings/king-faisal-university,PO Box 380,Ahsaa,,3198,Saudi Arabia
601–800,601,Kobe University,Japan,43.5,41.5,28.9,45.0,89.0,38.3,https://www.timeshighereducation.com/world-university-rankings/kobe-university,1-1 Rokkodai-cho Nada-ku,Kobe,Hyōgo,657-8501,Japan
601–800,601,Lehigh University,United States,43.5,33.8,22.7,61.2,67.6,71.2,https://www.timeshighereducation.com/world-university-rankings/lehigh-university,27 Memorial Drive West,Bethlehem,Pennsylvania,18015,United States
601–800,601,London Metropolitan University,United Kingdom,43.5,16.6,14.4,76.6,30.2,91.3,https://www.timeshighereducation.com/world-university-rankings/london-metropolitan-university,166-220 Holloway Road,London,London,N7 8DB,United Kingdom
601–800,601,London South Bank University,United Kingdom,43.5,18.5,13.0,75.6,48.1,95.9,https://www.timeshighereducation.com/world-university-rankings/london-south-bank-university,103 Borough Road,,London,SE1 0AA,United Kingdom
601–800,601,Lorestan University of Medical Sciences,Iran,43.5,39.1,18.4,67.9,50.2,29.2,https://www.timeshighereducation.com/world-university-rankings/lorestan-university-medical-sciences,Anooshirvan Rezaei Square,Khorramabad,Lorestan,6813833946,Iran
601–800,601,Louisiana State University,United States,43.5,34.1,20.6,60.8,65.7,46.2,https://www.timeshighereducation.com/world-university-rankings/louisiana-state-university,Baton Rouge,Baton Rouge,Louisiana,70803,United States
601–800,601,Mahidol University,Thailand,43.5,38.6,28.4,53.1,88.1,49.6,https://www.timeshighereducation.com/world-university-rankings/mahidol-university,999 Phutthamonthon 4 Road,Salaya,73,73170,Thailand
601–800,601,Majmaah University,Saudi Arabia,43.5,32.2,25.4,59.7,35.6,76.0,https://www.timeshighereducation.com/world-university-rankings/majmaah-university,Industrial Area,Al Majma ah,Riyadh Province,15341,Saudi Arabia
601–800,601,Malaviya National Institute of Technology,India,43.5,31.7,19.1,73.9,39.3,24.0,https://www.timeshighereducation.com/world-university-rankings/malaviya-national-institute-technology,Jawahar Lal Nehru Marg Jhalana Gram,Jaipur,RJ,302017,India
601–800,601,Management & Science University (MSU),Malaysia,43.5,33.2,15.0,65.8,33.4,92.1,https://www.timeshighereducation.com/world-university-rankings/management-science-university-msu,"['University Drive', 'Off Persiara Olahraga', 'Section 13']",Shah Alam,Selangor Darul Ehsan,40100,Malaysia
601–800,601,Manchester Metropolitan University,United Kingdom,43.5,20.8,19.5,78.3,42.7,83.0,https://www.timeshighereducation.com/world-university-rankings/manchester-metropolitan-university,Lower Ormond Street Ormond Building,Manchester,Greater Manchester,M15 6BX,United Kingdom
601–800,601,Manipal Academy of Higher Education,India,43.5,44.7,18.6,56.4,54.1,52.2,https://www.timeshighereducation.com/world-university-rankings/manipal-academy-higher-education,Karnataka,,Manipal,576104,India
601–800,601,Masaryk University,Czechia,43.5,26.8,32.6,57.1,51.1,66.2,https://www.timeshighereducation.com/world-university-rankings/masaryk-university,Zerotinovo namesti 9 Rektorát,Brno,Moravian Region,,Czechia
601–800,601,Mississippi State University,United States,43.5,28.5,21.2,64.8,63.2,50.5,https://www.timeshighereducation.com/world-university-rankings/mississippi-state-university,75 B. S. Hood Rd Mississippi State,,Mississippi,39762,United States
601–800,601,Nanjing Forestry University,China,43.5,21.2,23.8,83.4,61.1,27.1,https://www.timeshighereducation.com/world-university-rankings/nanjing-forestry-university,"['No159', 'Longpan Road']",Nanjing,Jiangsu,210037,China
601–800,601,Nanjing Tech University,China,43.5,24.4,18.4,68.8,87.3,34.6,https://www.timeshighereducation.com/world-university-rankings/nanjing-tech-university,"['No. 30', 'Puzhu South Road Jiangbei New District']",Nanjing,Jiangsu,211816,China
601–800,601,Nanjing University of Aeronautics and Astronautics,China,43.5,30.2,35.4,54.9,98.4,25.3,https://www.timeshighereducation.com/world-university-rankings/nanjing-university-aeronautics-and-astronautics,29 Yudao Street,Nanjing,Jiangsu,210016,China
601–800,601,Nanjing University of Science and Technology (NJUST),China,43.5,33.4,31.2,66.8,63.4,22.1,https://www.timeshighereducation.com/world-university-rankings/nanjing-university-science-and-technology-njust,200 Xiaolingwei Street Xuanwu district,Nanjing,Jiangsu Province,210094,China
601–800,601,Nantes Université,France,43.5,29.3,21.4,65.6,67.6,59.8,https://www.timeshighereducation.com/world-university-rankings/nantes-universite,"['1 Quai de Tourville', 'BP 13522']",Nantes,Nantes,44035,France
601–800,601,National Institute of Technology Rourkela,India,43.5,34.3,20.5,63.8,66.4,23.3,https://www.timeshighereducation.com/world-university-rankings/national-institute-technology-rourkela,Sector 1,Rourkela,OD,769008,India
601–800,601,National Research Nuclear University MEPhI,Russian Federation,43.5,49.3,35.0,29.2,63.4,72.6,https://www.timeshighereducation.com/world-university-rankings/national-research-nuclear-university-mephi,31 Kashirskoe Shosse,Moscow,Moscow,115409,Russian Federation
601–800,601,National Sun Yat-Sen University,Taiwan,43.5,31.5,35.1,43.6,89.0,46.7,https://www.timeshighereducation.com/world-university-rankings/national-sun-yat-sen-university,No 70 Lienhai Road,Kaohsiung City,Kaohsiung,804201,Taiwan
601–800,601,National University of Sciences and Technology,Pakistan,43.5,23.6,23.8,75.3,64.6,56.2,https://www.timeshighereducation.com/world-university-rankings/national-university-sciences-and-technology,NUST Campus H-12,,Islamabad,,Pakistan
601–800,601,New Mexico State University (Main campus),United States,43.5,26.2,24.5,66.2,56.2,45.0,https://www.timeshighereducation.com/world-university-rankings/new-mexico-state-university-main-campus,PO Box 30001,Las Cruces,New Mexico,88003,United States
601–800,601,Nottingham Trent University,United Kingdom,43.5,20.8,14.1,83.3,38.1,89.1,https://www.timeshighereducation.com/world-university-rankings/nottingham-trent-university,50 Shakespeare Street,Nottingham,Nottinghamshire,NG1 4FQ,United Kingdom
601–800,601,Obuda University,Hungary,43.5,17.4,30.9,72.8,27.2,48.8,https://www.timeshighereducation.com/world-university-rankings/obuda-university,1034 96/B Becsi ut,Budapest,Budapest,,Hungary
601–800,601,Ocean University of China,China,43.5,31.3,29.5,63.6,69.7,28.4,https://www.timeshighereducation.com/world-university-rankings/ocean-university-china,238 Songling Road Laoshan District,Qingdao,Shandong,266100,China
601–800,601,Ohio University (Main campus),United States,43.5,33.1,18.9,61.6,59.1,38.7,https://www.timeshighereducation.com/world-university-rankings/ohio-university-main-campus,1 Ohio University,Athens,Ohio,45701,United States
601–800,601,Oklahoma State University,United States,43.5,36.5,21.1,60.9,61.9,55.4,https://www.timeshighereducation.com/world-university-rankings/oklahoma-state-university,219 Student Union,Stillwater,Oklahoma,74078,United States
601–800,601,Örebro University,Sweden,43.5,19.3,25.2,78.3,50.5,54.4,https://www.timeshighereducation.com/world-university-rankings/orebro-university,Fakultetsgatan 1,Orebro,Orebro,SE 70182,Sweden
601–800,601,Otto von Guericke University of Magdeburg,Germany,43.5,34.6,18.2,56.6,57.7,72.6,https://www.timeshighereducation.com/world-university-rankings/otto-von-guericke-university-magdeburg,Universitatsplatz 2,Magdeburg,Saxony Anhalt,39106,Germany
601–800,601,Paderborn University,Germany,43.5,31.1,35.9,51.4,70.7,50.0,https://www.timeshighereducation.com/world-university-rankings/paderborn-university,100 Warburger Street,33098,North Rhine-Westphalia,33098,Germany
601–800,601,Panjab University,India,43.5,38.2,19.6,71.2,48.3,24.6,https://www.timeshighereducation.com/world-university-rankings/panjab-university,Sector 14,Chandigarh,Punjab and Haryana,160014,India
601–800,601,Paris Lodron Universität Salzburg,Austria,43.5,32.3,21.8,51.8,49.6,92.1,https://www.timeshighereducation.com/world-university-rankings/paris-lodron-universitat-salzburg,Kapitelgasse 4-6,Salzburg,Salzburg,5020,Austria
601–800,601,Parthenope University of Naples,Italy,43.5,18.9,22.8,78.0,34.8,35.4,https://www.timeshighereducation.com/world-university-rankings/parthenope-university-naples,Via Amm. F. Acton 38,Naples,Campania Region,80133,Italy
601–800,601,Polytechnic University of Valencia,Spain,43.5,32.3,26.2,50.4,86.8,57.2,https://www.timeshighereducation.com/world-university-rankings/polytechnic-university-valencia,"['Camino de Vera', 's/n']",,V,46022,Spain
601–800,601,Qassim University,Saudi Arabia,43.5,30.5,19.3,56.2,29.7,84.0,https://www.timeshighereducation.com/world-university-rankings/qassim-university,North of Prince Nayef Airport Al Mulida,Qassim,Qassim,,Saudi Arabia
601–800,601,Qazvin University of Medical Sciences,Iran,43.5,37.1,11.7,72.3,22.0,28.4,https://www.timeshighereducation.com/world-university-rankings/qazvin-university-medical-sciences,Shahid Bahonar Boulevard,Qazvin,26,34199-1531,Iran
601–800,601,Qingdao University,China,43.5,18.4,20.2,83.3,56.8,23.3,https://www.timeshighereducation.com/world-university-rankings/qingdao-university,308 Ningxia Road,Qingdao,Shandong,266071,China
601–800,601,Rochester Institute of Technology,United States,43.5,24.2,22.6,65.5,62.3,46.7,https://www.timeshighereducation.com/world-university-rankings/rochester-institute-technology,1 Lomb Memorial Drive,Rochester,New York,14623,United States
601–800,601,Rovira i Virgili University,Spain,43.5,28.2,25.1,62.5,57.5,57.6,https://www.timeshighereducation.com/world-university-rankings/rovira-i-virgili-university,Carrer de l Escorxador,Tarragona,Tarragones County,43003,Spain
601–800,601,Sciences Po,France,43.5,30.1,24.8,67.9,18.6,82.9,https://www.timeshighereducation.com/world-university-rankings/sciences-po,"['27', 'rue Saint Guillaume']",Paris,Paris,75337,France
601–800,601,Shahid Beheshti University of Medical Sciences,Iran,43.5,45.0,20.4,52.8,73.7,31.4,https://www.timeshighereducation.com/world-university-rankings/shahid-beheshti-university-medical-sciences,"['7th Floor', 'Bldg No.2 SBMU Arabi Ave Daneshjoo Blvd']",Velenjak,Tehran,198396-311,Iran
601–800,601,Sharda University,India,43.5,32.8,13.5,73.7,22.1,40.6,https://www.timeshighereducation.com/world-university-rankings/sharda-university,Plot No. 32-34 Knowledge Park III,Greater Noida,UP,201306,India
601–800,601,Shiraz University of Medical Sciences,Iran,43.5,46.6,19.5,58.6,58.0,26.8,https://www.timeshighereducation.com/world-university-rankings/shiraz-university-medical-sciences,Zand Boulevard,Shiraz,07,71348-1433,Iran
601–800,601,South China Normal University,China,43.5,24.5,24.9,67.1,75.4,35.8,https://www.timeshighereducation.com/world-university-rankings/south-china-normal-university,55 Zhongshan Avenue West Guangzhou,,Guangdong,510631,China
601–800,601,SRUC (Scotland’s Rural College),United Kingdom,43.5,25.2,14.9,75.4,28.0,65.4,https://www.timeshighereducation.com/world-university-rankings/sruc-scotlands-rural-college,West Mains Road Kings Buildings,Edinburgh,Midlothian,EH9 3JG,United Kingdom
601–800,601,Sukkur IBA University,Pakistan,43.5,19.6,26.7,77.9,26.3,50.1,https://www.timeshighereducation.com/world-university-rankings/sukkur-iba-university,Airport Road,Sukkur,Sindh,,Pakistan
601–800,601,SUNY Binghamton University,United States,43.5,33.2,26.9,54.7,64.6,44.1,https://www.timeshighereducation.com/world-university-rankings/suny-binghamton-university,4400 Vestal Parkway East,Binghamton,New York,13902,United States
601–800,601,SUNY University at Albany,United States,43.5,28.7,27.6,66.4,68.8,57.2,https://www.timeshighereducation.com/world-university-rankings/suny-university-albany,1400 Washington Avenue,Albany,New York,12222,United States
601–800,601,Symbiosis International University,India,43.5,29.3,15.8,80.2,27.0,43.3,https://www.timeshighereducation.com/world-university-rankings/symbiosis-international-university,Lavale Mulshi,Pune,MH,412115,India
601–800,601,Tabriz University of Medical Sciences,Iran,43.5,42.3,16.1,71.8,42.9,33.8,https://www.timeshighereducation.com/world-university-rankings/tabriz-university-medical-sciences,"['Tabriz University Main Street Central Building', '3F']",Tabriz,03,,Iran
601–800,601,Taif University,Saudi Arabia,43.5,16.2,16.4,77.7,23.3,76.3,https://www.timeshighereducation.com/world-university-rankings/taif-university,Airport Road Al Hawiyah Area,Taif,Western Province,21974,Saudi Arabia
601–800,601,Tallinn University of Technology,Estonia,43.5,26.2,24.9,66.0,69.2,58.4,https://www.timeshighereducation.com/world-university-rankings/tallinn-university-technology,Ehitajate tee 5,,Tallinn,19086,Estonia
601–800,601,Tarbiat Modares University,Iran,43.5,36.5,25.5,67.1,54.3,32.7,https://www.timeshighereducation.com/world-university-rankings/tarbiat-modares-university,Jalal Ale Ahmad Highway P.O. Box 14115-111,Tehran,Tehran,,Iran
601–800,601,Tecnológico de Monterrey,Mexico,43.5,26.7,26.4,59.6,68.4,65.8,https://www.timeshighereducation.com/world-university-rankings/tecnologico-de-monterrey,Avenida Eugenio Garza Sada 2501 Sur Col Tecnologico,Monterrey,Nuevo Leon,64849,Mexico
601–800,601,Teesside University,United Kingdom,43.5,20.6,14.3,72.9,29.8,87.9,https://www.timeshighereducation.com/world-university-rankings/teesside-university,Tees Valley,Middlesbrough,North Yorkshire,TS1 3BX,United Kingdom
601–800,601,Texas Tech University,United States,43.5,31.6,22.0,57.8,64.4,58.3,https://www.timeshighereducation.com/world-university-rankings/texas-tech-university,2500 Broadway,Lubbock,Texas,79409,United States
601–800,601,Thapar Institute of Engineering and Technology,India,43.5,33.3,17.6,72.5,38.9,44.5,https://www.timeshighereducation.com/world-university-rankings/thapar-institute-engineering-and-technology,P.O Box 32 Bhadson Road,Patiala,PB,147004,India
601–800,601,The Catholic University of Korea (CUK),South Korea,43.5,31.6,39.0,50.9,92.9,43.2,https://www.timeshighereducation.com/world-university-rankings/catholic-university-korea-cuk,43 Jibong-ro Wonmi-gu,Bucheon-si,41,14662,South Korea
601–800,601,The University of Aizu,Japan,43.5,27.2,14.3,63.6,58.1,81.5,https://www.timeshighereducation.com/world-university-rankings/university-aizu,Tsuruga Ikki-machi,Aizu-Wakamatsu City,07,965-8580,Japan
601–800,601,The University of Jordan,Jordan,43.5,32.0,19.5,67.2,41.6,75.9,https://www.timeshighereducation.com/world-university-rankings/university-jordan,Queen Rania Al Abdullah Street,Amman,Amman Governorate,11942,Jordan
601–800,601,The University of Texas at San Antonio,United States,43.5,21.9,23.4,75.7,60.9,40.4,https://www.timeshighereducation.com/world-university-rankings/university-texas-san-antonio,One UTSA Circle,San Antonio,Texas,78249,United States
601–800,601,Tomsk State University,Russian Federation,43.5,50.5,38.3,27.0,55.9,74.7,https://www.timeshighereducation.com/world-university-rankings/tomsk-state-university,"['36', 'Lenina Avenue']",Tomsk,Tomsk,634050,Russian Federation
601–800,601,Ton Duc Thang University,Vietnam,43.5,15.8,12.2,85.9,27.2,63.0,https://www.timeshighereducation.com/world-university-rankings/ton-duc-thang-university,19 Nguyen Huu Tho Street Tan Phong Ward,Ho Chi Minh City,Ho Chi Minh,,Vietnam
601–800,601,Toronto Metropolitan University,Canada,43.5,22.4,32.0,61.1,69.0,62.0,https://www.timeshighereducation.com/world-university-rankings/toronto-metropolitan-university,350 Victoria Street,Toronto,Ontario,M5B 2K3,Canada
601–800,601,TU Braunschweig,Germany,43.5,36.0,24.3,58.5,77.5,57.7,https://www.timeshighereducation.com/world-university-rankings/tu-braunschweig,Universitatsplatz 2 PO Box 38092 Braunschweig,Braunschweig,Lower Saxony,38106,Germany
601–800,601,"UEES, Espiritu Santo University",Ecuador,43.5,38.8,15.3,58.8,39.9,88.7,https://www.timeshighereducation.com/world-university-rankings/uees-espiritu-santo-university,Km 2.5 via La Puntilla,Samborondon,Guayas,0901952,Ecuador
601–800,601,UiT The Arctic University of Norway,Norway,43.5,27.3,23.1,67.6,48.9,66.0,https://www.timeshighereducation.com/world-university-rankings/uit-arctic-university-norway,Hansine Hansens Veg 18,Tromso,Troms og Finnmark,9037,Norway
601–800,601,Ulster University,United Kingdom,43.5,22.8,22.8,65.7,54.3,95.0,https://www.timeshighereducation.com/world-university-rankings/ulster-university,Cromore Road,Coleraine,Londonderry,BT52 1SA,United Kingdom
601–800,601,Universidade Estadual Paulista (Unesp),Brazil,43.5,45.6,35.6,36.8,62.7,39.0,https://www.timeshighereducation.com/world-university-rankings/universidade-estadual-paulista-unesp,Rua Quirino de Andrade 215,Sao Paulo,Sao Paulo,01049-010,Brazil
601–800,601,Universidade Federal do Rio Grande do Sul,Brazil,43.5,38.9,23.2,53.6,56.7,35.6,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-do-rio-grande-do-sul,"['Av. Paulo Gama', '110 Bairro Farroupilha']",Porto Alegre,Rio Grande do Sul,90040-060,Brazil
601–800,601,Universitat Politècnica de Catalunya,Spain,43.5,34.2,22.6,58.7,75.8,61.7,https://www.timeshighereducation.com/world-university-rankings/universitat-politecnica-de-catalunya,31 Carrer Jordi Girona,Barcelona,Catalonia,08034,Spain
601–800,601,Université Côte d'Azur,France,43.5,30.9,20.8,61.4,65.8,81.6,https://www.timeshighereducation.com/world-university-rankings/universite-cote-dazur,Grand Chateau 28 Avenue Valrose BP 2135,Nice,Alpes Cote d Azur Region,06103,France
601–800,601,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,43.5,37.9,23.9,59.0,52.8,58.7,https://www.timeshighereducation.com/world-university-rankings/universiti-malaysia-pahang-al-sultan-abdullah-umpsa,Canseleri Tun Abdul Razak,Pekan,Pahang Darul Makmur,26600,Malaysia
601–800,601,Universiti Pendidikan Sultan Idris,Malaysia,43.5,39.4,27.6,48.4,56.2,81.4,https://www.timeshighereducation.com/world-university-rankings/universiti-pendidikan-sultan-idris,Tanjung Malim,Tanjung Malim,08,35900,Malaysia
601–800,601,Universiti Teknologi Brunei,Brunei Darussalam,43.5,29.9,14.0,68.5,33.5,68.5,https://www.timeshighereducation.com/world-university-rankings/universiti-teknologi-brunei,Jalan Tungku Link Gadong,Bandar Seri Begawan,Brunei Muara,BE1410,Brunei Darussalam
601–800,601,Universiti Tenaga Nasional (UNITEN),Malaysia,43.5,26.1,16.3,72.8,68.1,65.3,https://www.timeshighereducation.com/world-university-rankings/universiti-tenaga-nasional-uniten,Jalan IKRAM UNITEN,Kajang,10,43000,Malaysia
601–800,601,University of Alaska Fairbanks,United States,43.5,34.8,30.7,53.6,55.0,67.6,https://www.timeshighereducation.com/world-university-rankings/university-alaska-fairbanks,1731 South Chandalar Drive,Fairbanks,Alaska,99775,United States
601–800,601,University of Arkansas,United States,43.5,28.9,32.5,66.2,67.2,35.1,https://www.timeshighereducation.com/world-university-rankings/university-arkansas,Administration Building 425,Fayetteville,Arkansas,72701,United States
601–800,601,University of Aveiro,Portugal,43.5,31.6,31.5,53.8,55.3,46.3,https://www.timeshighereducation.com/world-university-rankings/university-aveiro,Avenida da Universidade,Aveiro,Aveiro District,3810-193,Portugal
601–800,601,University of Bari Aldo Moro,Italy,43.5,20.0,25.8,71.4,64.6,38.1,https://www.timeshighereducation.com/world-university-rankings/university-bari-aldo-moro,Piazza Umberto I,,Bari,70121,Italy
601–800,601,University of Beira Interior,Portugal,43.5,23.8,23.4,71.4,39.7,51.2,https://www.timeshighereducation.com/world-university-rankings/university-beira-interior,Convento de Sto. Antonio,Covilha,,6201-001,Portugal
601–800,601,University of Brighton,United Kingdom,43.5,19.9,19.3,63.4,64.9,84.7,https://www.timeshighereducation.com/world-university-rankings/university-brighton,"['Lewes Road', 'Mithras House']",Brighton,East Sussex,BN2 4AT,United Kingdom
601–800,601,University of Cagliari,Italy,43.5,33.8,24.0,64.3,62.7,40.5,https://www.timeshighereducation.com/world-university-rankings/university-cagliari,"['Via Università', '40']",,Cagliari,09124,Italy
601–800,601,University of Calabria,Italy,43.5,39.5,21.9,62.4,59.7,42.5,https://www.timeshighereducation.com/world-university-rankings/university-calabria,Via Pietro Bucci,,Arcavacata di Rende,87036,Italy
601–800,601,University of Canterbury,New Zealand,43.5,26.6,28.3,59.9,64.4,82.1,https://www.timeshighereducation.com/world-university-rankings/university-canterbury,"['20 Kirkwood Avenue', 'Ilam Road UC Warehouse']",Christchurch,Canterbury,8041,New Zealand
601–800,601,University of Crete,Greece,43.5,24.7,29.1,68.5,66.3,46.2,https://www.timeshighereducation.com/world-university-rankings/university-crete,University of Crete,Rethymnon,Crete,74100,Greece
601–800,601,University of Delhi,India,43.5,42.9,29.7,45.8,53.6,24.7,https://www.timeshighereducation.com/world-university-rankings/university-delhi,Mall Road,Delhi,DL,110007,India
601–800,601,University of Derby,United Kingdom,43.5,19.0,14.1,74.0,34.6,80.2,https://www.timeshighereducation.com/world-university-rankings/university-derby,Kedleston Road,Derby,Derbyshire,DE22 1GB,United Kingdom
601–800,601,University of Granada,Spain,43.5,31.3,29.7,60.9,60.7,53.4,https://www.timeshighereducation.com/world-university-rankings/university-granada,"['Calle Real de Cartuja', '36-38']",Granada,Andalusia,18071,Spain
601–800,601,University of Greenwich,United Kingdom,43.5,17.6,16.5,81.6,39.1,97.1,https://www.timeshighereducation.com/world-university-rankings/university-greenwich,Park Row,Greenwich,London,SE10 9LS,United Kingdom
601–800,601,University of Ha’il,Saudi Arabia,43.5,22.1,12.2,75.5,26.7,79.0,https://www.timeshighereducation.com/world-university-rankings/university-hail,P.O. Box 2440,Hail,Hail Region,,Saudi Arabia
601–800,601,University of Hertfordshire,United Kingdom,43.5,18.2,13.2,76.5,44.8,92.1,https://www.timeshighereducation.com/world-university-rankings/university-hertfordshire,College Lane,Hatfield,Hertfordshire,AL10 9AB,United Kingdom
601–800,601,University of Insubria,Italy,43.5,19.0,23.7,79.3,48.7,41.2,https://www.timeshighereducation.com/world-university-rankings/university-insubria,"['Via Ravasi', '2']",Varese,Varese,21100,Italy
601–800,601,University of Klagenfurt,Austria,43.5,34.4,19.6,60.5,49.5,89.0,https://www.timeshighereducation.com/world-university-rankings/university-klagenfurt,Universitat 65-67,Klagenfurt am Worthersee,Carinthia,9020,Austria
601–800,601,University of Lahore,Pakistan,43.5,19.8,13.0,81.8,21.4,57.2,https://www.timeshighereducation.com/world-university-rankings/university-lahore,1 - KM Raiwind Road,,Lahore,,Pakistan
601–800,601,University of L’Aquila,Italy,43.5,32.8,22.4,66.6,78.5,39.4,https://www.timeshighereducation.com/world-university-rankings/university-laquila,Palazzo Camponeschi 2 Piazza Santa Margherita,LAquila,Abruzzo,67100,Italy
601–800,601,University of Lille,France,43.5,33.6,23.4,58.5,67.0,65.1,https://www.timeshighereducation.com/world-university-rankings/university-lille,42 rue Paul Duez,Lille,Hauts de France,59000,France
601–800,601,University of Lincoln,United Kingdom,43.5,20.5,18.5,77.2,34.1,86.9,https://www.timeshighereducation.com/world-university-rankings/university-lincoln,Brayford Pool,Lincoln,Lincolnshire,LN6 7TS,United Kingdom
601–800,601,"University of Maryland, Baltimore County",United States,43.5,27.5,27.2,61.3,67.6,55.8,https://www.timeshighereducation.com/world-university-rankings/university-maryland-baltimore-county,1000 Hilltop Circle,Baltimore,Maryland,21250,United States
601–800,601,University of Minho,Portugal,43.5,28.0,33.6,57.1,82.6,48.9,https://www.timeshighereducation.com/world-university-rankings/university-minho,"['Largo do Paco', 'Building 01']",Braga,Braga District,4704-553,Portugal
601–800,601,University of Mons,Belgium,43.5,27.2,30.9,58.4,66.4,70.4,https://www.timeshighereducation.com/world-university-rankings/university-mons,Boulevard Dolez 31,Mons,Hainaut Province,7000,Belgium
601–800,601,University of Neuchâtel,Switzerland,43.5,35.0,24.2,57.8,47.1,84.5,https://www.timeshighereducation.com/world-university-rankings/university-neuchatel,Avenue du 1er Mars 26,Neuchatel,Neuchatel,2000,Switzerland
601–800,601,"University of Nevada, Las Vegas",United States,43.5,31.0,22.9,71.9,52.4,40.0,https://www.timeshighereducation.com/world-university-rankings/university-nevada-las-vegas,4505 South Maryland Parkway,Las Vegas,Nevada,89154,United States
601–800,601,University of New Brunswick UNB,Canada,43.5,23.8,19.5,67.1,63.5,81.0,https://www.timeshighereducation.com/world-university-rankings/university-new-brunswick-unb,3 Bailey Drive Sir Howard Douglas Hall,Fredericton,New Brunswick,E3B 5A3,Canada
601–800,601,University of North Carolina at Charlotte,United States,43.5,23.9,24.5,76.2,60.9,41.4,https://www.timeshighereducation.com/world-university-rankings/university-north-carolina-charlotte,9201 University City Boulevard,Charlotte,North Carolina,28223,United States
601–800,601,University of Parma,Italy,43.5,20.9,23.9,70.1,64.8,39.2,https://www.timeshighereducation.com/world-university-rankings/university-parma,"['Università', '12']",,Parma,43121,Italy
601–800,601,University of Passau,Germany,43.5,32.7,37.0,52.5,70.4,57.2,https://www.timeshighereducation.com/world-university-rankings/university-passau,Innstrasse 41,Passau,Bavaria,D-94032,Germany
601–800,601,University of Rennes 1,France,43.5,34.3,20.0,53.4,70.0,62.2,https://www.timeshighereducation.com/world-university-rankings/university-rennes-1,263 avenue General Leclerc CS 74205,Rennes Cedex,Brittany,35042,France
601–800,601,University of Santiago de Compostela,Spain,43.5,30.8,23.1,60.9,48.2,48.4,https://www.timeshighereducation.com/world-university-rankings/university-santiago-de-compostela,Praza do Obradoiro,,Santiago de Compostela,15782,Spain
601–800,601,University of Tabriz,Iran,43.5,28.6,21.4,72.8,45.5,53.3,https://www.timeshighereducation.com/world-university-rankings/university-tabriz,29 Bahman Boulevard,Tabriz,East Azerbaijan,5166616471,Iran
601–800,601,University of Tabuk,Saudi Arabia,43.5,25.1,14.5,70.3,30.1,75.3,https://www.timeshighereducation.com/world-university-rankings/university-tabuk,P.O. Box 741,Tabuk,Tabuk Province,71491,Saudi Arabia
601–800,601,University of Texas at Arlington,United States,43.5,25.0,23.0,62.2,65.9,56.2,https://www.timeshighereducation.com/world-university-rankings/university-texas-arlington,701 South Nedderman Drive,Arlington,Texas,76019,United States
601–800,601,University of the Basque Country,Spain,43.5,31.1,21.9,63.3,61.5,45.0,https://www.timeshighereducation.com/world-university-rankings/university-basque-country,Barrio Sarriena s/n,Leioa,Bizkaia,48940,Spain
601–800,601,University of the Western Cape,South Africa,43.5,22.9,24.8,68.3,24.4,62.0,https://www.timeshighereducation.com/world-university-rankings/university-western-cape,Robert Sobukwe Road,Bellville,Western Cape,7535,South Africa
601–800,601,University of the West of Scotland,United Kingdom,43.5,19.5,15.5,69.7,66.1,91.0,https://www.timeshighereducation.com/world-university-rankings/university-west-scotland,High Street,Paisley,Renfrewshire,PA1 2BE,United Kingdom
601–800,601,University of Toledo,United States,43.5,36.9,18.5,54.6,63.6,56.1,https://www.timeshighereducation.com/world-university-rankings/university-toledo,2801 West Bancroft Street,Toledo,Ohio,43606-3390,United States
601–800,601,University of Tuscia,Italy,43.5,23.8,28.7,66.5,59.7,50.6,https://www.timeshighereducation.com/world-university-rankings/university-tuscia,4 Via Santa Maria in Gradi,Viterbo,Lazio,01100,Italy
601–800,601,University of Udine,Italy,43.5,32.8,20.9,69.4,58.5,41.1,https://www.timeshighereducation.com/world-university-rankings/university-udine,Via Palladio 8,Udine,Udine,33100,Italy
