rank_raw,rank,name,country,overall_score,teaching_score,research_env_score,research_quality_score,industry_score,international_score,url,street_address,locality,region,postal_code,country_address
401–500,401,Ferdowsi University of Mashhad,Iran,39.4,19.2,22.4,69.7,79.4,41.4,https://www.timeshighereducation.com/world-university-rankings/ferdowsi-university-mashhad,Azadi Square PO Box 9177948974,Mashhad,Khorasan Razavi,,Iran
401–500,401,Graphic Era University,India,39.4,16.8,13.8,90.7,24.9,46.9,https://www.timeshighereducation.com/world-university-rankings/graphic-era-university,566/6 Bell Road Clement Town,Dehradun,UK,248002,India
401–500,401,Hasselt University,Belgium,39.4,23.0,24.9,58.7,66.6,65.1,https://www.timeshighereducation.com/world-university-rankings/hasselt-university,Martelarenlaan 42,Hasselt,Limburg Province,3500,Belgium
401–500,401,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,39.4,25.4,20.0,59.4,42.8,74.6,https://www.timeshighereducation.com/world-university-rankings/imam-mohammad-ibn-saud-islamic-university,Airport Branch Road PO Box 4847,Riyadh,Riyadh Province,13318,Saudi Arabia
401–500,401,International University of Rabat,Morocco,39.4,12.3,10.7,85.0,39.0,80.4,https://www.timeshighereducation.com/world-university-rankings/international-university-rabat,Technopolis Rabat-Shore Rocade Rabat-Salé,Rabat,Rabat-Salé-Kénitra,,Morocco
401–500,401,ISCTE-University Institute of Lisbon,Portugal,39.4,24.9,26.4,64.2,70.1,44.1,https://www.timeshighereducation.com/world-university-rankings/iscte-university-institute-lisbon,Avenida Das Forcas Armadas,Lisbon,Lisbon,1649 026,Portugal
401–500,401,Istanbul Technical University,Turkey,39.4,27.7,24.1,57.0,73.2,35.8,https://www.timeshighereducation.com/world-university-rankings/istanbul-technical-university,Rectorate Building,Maslak,Istanbul,34467,Turkey
401–500,401,Jinan University (China),China,39.4,17.1,20.2,73.2,72.2,70.3,https://www.timeshighereducation.com/world-university-rankings/jinan-university-china,"['No. 601', 'Huangpu Avenue West Tianhe District']",Guangzhou City,Guangdong Province,510632,China
401–500,401,Kadir Has University,Turkey,39.4,13.7,27.0,69.7,31.3,60.7,https://www.timeshighereducation.com/world-university-rankings/kadir-has-university,Cibali District Kadir Has Street Fatih,Istanbul,Istanbul Province,34083,Turkey
401–500,401,KIIT University,India,39.4,27.6,23.9,57.3,77.6,35.0,https://www.timeshighereducation.com/world-university-rankings/kiit-university,Patia Bhubaneswar,,OD,751024,India
401–500,401,King Saud University,Saudi Arabia,39.4,12.4,13.5,81.9,64.4,72.4,https://www.timeshighereducation.com/world-university-rankings/king-saud-university,PO Box 11362,Riyadh,Riyadh Province,,Saudi Arabia
401–500,401,Lahore University of Management Sciences,Pakistan,39.4,19.8,17.9,76.5,28.9,54.4,https://www.timeshighereducation.com/world-university-rankings/lahore-university-management-sciences,"['DHA', 'Lahore Cantonment']",Lahore,Punjab,54792,Pakistan
401–500,401,Leibniz University Hannover,Germany,39.4,22.2,28.9,56.3,72.7,42.3,https://www.timeshighereducation.com/world-university-rankings/leibniz-university-hannover,1 Welfengarten,Hannover,Lower Saxony,30167,Germany
401–500,401,Lincoln University (New Zealand),New Zealand,39.4,19.8,14.8,76.4,30.4,91.6,https://www.timeshighereducation.com/world-university-rankings/lincoln-university-new-zealand,Ellesmere Junction Road PO Box 85084,Lincoln,Canterbury,7647,New Zealand
401–500,401,Manchester Metropolitan University,United Kingdom,39.4,17.5,15.4,78.4,55.2,77.4,https://www.timeshighereducation.com/world-university-rankings/manchester-metropolitan-university,Lower Ormond Street Ormond Building,Manchester,Greater Manchester,M15 6BX,United Kingdom
401–500,401,Marche Polytechnic University,Italy,39.4,21.5,23.9,64.3,92.1,33.0,https://www.timeshighereducation.com/world-university-rankings/marche-polytechnic-university,Piazza Roma 22,,Ancona,60121,Italy
401–500,401,Maynooth University,Ireland,39.4,14.8,23.1,70.8,55.3,72.3,https://www.timeshighereducation.com/world-university-rankings/maynooth-university,Maynooth University,Maynooth,County Kildare,W23 N7P8,Ireland
401–500,401,Memorial University of Newfoundland,Canada,39.4,13.3,18.8,77.1,60.1,83.3,https://www.timeshighereducation.com/world-university-rankings/memorial-university-newfoundland,PO Box 4200,Saint Johns,Newfoundland and Labrador,A1C 5S7,Canada
401–500,401,Missouri University of Science and Technology,United States,39.4,16.9,18.2,66.8,67.0,74.7,https://www.timeshighereducation.com/world-university-rankings/missouri-university-science-and-technology,1870 Miner Circle,Rolla,Missouri,65409,United States
401–500,401,Nantes Université,France,39.4,20.0,15.2,76.5,51.6,59.0,https://www.timeshighereducation.com/world-university-rankings/nantes-universite,"['1 Quai de Tourville', 'BP 13522']",Nantes,Nantes,44035,France
401–500,401,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,39.4,26.3,23.7,50.6,96.8,61.0,https://www.timeshighereducation.com/world-university-rankings/national-taiwan-university-science-and-technology-taiwan-tech,"['No 43', 'Sec.tion 4 Keelung Rod Daan District']",Taipei City,Taipei,106335,Taiwan
401–500,401,National University of Sciences and Technology,Pakistan,39.4,20.9,19.7,74.1,78.7,55.6,https://www.timeshighereducation.com/world-university-rankings/national-university-sciences-and-technology,NUST Campus H-12,,Islamabad,,Pakistan
401–500,401,Nottingham Trent University,United Kingdom,39.4,20.2,11.7,75.4,35.4,86.4,https://www.timeshighereducation.com/world-university-rankings/nottingham-trent-university,50 Shakespeare Street,Nottingham,Nottinghamshire,NG1 4FQ,United Kingdom
401–500,401,Otto von Guericke University of Magdeburg,Germany,39.4,16.2,14.8,85.3,55.0,62.2,https://www.timeshighereducation.com/world-university-rankings/otto-von-guericke-university-magdeburg,Universitatsplatz 2,Magdeburg,Saxony Anhalt,39106,Germany
401–500,401,Oxford Brookes University,United Kingdom,39.4,26.0,26.2,54.8,28.8,86.9,https://www.timeshighereducation.com/world-university-rankings/oxford-brookes-university,Gipsy Lane,Oxford,Oxfordshire,OX3 0BP,United Kingdom
401–500,401,Parthenope University of Naples,Italy,39.4,15.2,16.3,93.3,37.0,37.5,https://www.timeshighereducation.com/world-university-rankings/parthenope-university-naples,Via Amm. F. Acton 38,Naples,Campania Region,80133,Italy
401–500,401,Polytechnic University of Valencia,Spain,39.4,23.5,23.9,56.8,97.0,53.4,https://www.timeshighereducation.com/world-university-rankings/polytechnic-university-valencia,"['Camino de Vera', 's/n']",,V,46022,Spain
401–500,401,Pontificia Universidad Católica de Chile,Chile,39.4,22.8,29.6,54.6,77.1,64.4,https://www.timeshighereducation.com/world-university-rankings/pontificia-universidad-catolica-de-chile,Avenida Libertador Bernardo O Higgins 340,Santiago,Santiago,8331150,Chile
401–500,401,Portland State University,United States,39.4,14.5,15.7,78.9,64.7,54.3,https://www.timeshighereducation.com/world-university-rankings/portland-state-university,1825 South West Broadway,Portland,Oregon,97201,United States
401–500,401,Qassim University,Saudi Arabia,39.4,25.9,19.3,65.4,31.9,79.1,https://www.timeshighereducation.com/world-university-rankings/qassim-university,North of Prince Nayef Airport Al Mulida,Qassim,Qassim,,Saudi Arabia
401–500,401,Qingdao University,China,39.4,12.9,10.7,91.7,55.3,45.2,https://www.timeshighereducation.com/world-university-rankings/qingdao-university,308 Ningxia Road,Qingdao,Shandong,266071,China
401–500,401,Quaid-i-Azam University,Pakistan,39.4,15.3,14.3,87.0,29.1,54.3,https://www.timeshighereducation.com/world-university-rankings/quaid-i-azam-university,Quaid-i-Azam University,,Islamabad,45320,Pakistan
401–500,401,Reykjavík University,Iceland,39.4,12.8,22.2,76.8,43.6,60.2,https://www.timeshighereducation.com/world-university-rankings/reykjavik-university,Menntavegur 1,Reykjavík,Capital Region,102,Iceland
401–500,401,Rutgers University–New Brunswick,United States,39.4,18.2,26.3,61.0,67.1,59.9,https://www.timeshighereducation.com/world-university-rankings/rutgers-university-new-brunswick-0,57 US Highway 1,New Brunswick,New Jersey,08901-8554,United States
401–500,401,Silesian University of Technology,Poland,39.4,18.8,14.3,85.9,45.5,33.9,https://www.timeshighereducation.com/world-university-rankings/silesian-university-technology,Ul Akademicka 2A,Gliwice,Upper Silesia,44-100,Poland
401–500,401,Stellenbosch University,South Africa,39.4,25.5,29.9,51.0,96.5,44.7,https://www.timeshighereducation.com/world-university-rankings/stellenbosch-university,Private Bag X1 Matieland,Stellenbosch,Western Cape,7602,South Africa
401–500,401,Stony Brook University,United States,39.4,19.5,25.6,56.7,75.0,84.0,https://www.timeshighereducation.com/world-university-rankings/stony-brook-university,100 Nicolls Road,Stony Brook,New York,11794,United States
401–500,401,Tallinn University of Technology,Estonia,39.4,18.0,20.7,71.3,67.1,55.5,https://www.timeshighereducation.com/world-university-rankings/tallinn-university-technology,Ehitajate tee 5,,Tallinn,19086,Estonia
401–500,401,Texas Tech University,United States,39.4,27.9,23.9,55.9,64.9,42.0,https://www.timeshighereducation.com/world-university-rankings/texas-tech-university,2500 Broadway,Lubbock,Texas,79409,United States
401–500,401,Toronto Metropolitan University,Canada,39.4,15.5,24.8,68.1,79.7,66.1,https://www.timeshighereducation.com/world-university-rankings/toronto-metropolitan-university,350 Victoria Street,Toronto,Ontario,M5B 2K3,Canada
401–500,401,Ulsan National Institute of Science and Technology (UNIST),South Korea,39.4,20.5,29.0,58.4,95.7,44.0,https://www.timeshighereducation.com/world-university-rankings/ulsan-national-institute-science-and-technology-unist,"['50', 'UNIST-gil']",Ulsan,Ulju-gun,44919,South Korea
401–500,401,Università della Svizzera italiana,Switzerland,39.4,18.6,24.2,59.8,58.7,95.0,https://www.timeshighereducation.com/world-university-rankings/universita-della-svizzera-italiana,Via Giuseppe Buffi 13,Lugano,Canton of Ticino,6900,Switzerland
401–500,401,Universitas Gadjah Mada,Indonesia,39.4,32.7,32.6,37.8,70.9,46.3,https://www.timeshighereducation.com/world-university-rankings/universitas-gadjah-mada,"['Bulaksumur', 'Caturtunggal Depok District']",Yogyakarta,Yogyakarta,55281,Indonesia
401–500,401,Université Laval,Canada,39.4,21.6,21.9,60.4,65.4,76.7,https://www.timeshighereducation.com/world-university-rankings/universite-laval,2325 rue de l'Universite,Quebec,Quebec,G1V 0A6,Canada
401–500,401,Universiti Malaysia Terengganu (UMT),Malaysia,39.4,19.2,17.1,77.4,47.3,58.8,https://www.timeshighereducation.com/world-university-rankings/universiti-malaysia-terengganu-umt,Kuala Terengganu,,11,21030,Malaysia
401–500,401,University at Buffalo,United States,39.4,23.8,19.7,61.1,67.2,70.1,https://www.timeshighereducation.com/world-university-rankings/university-buffalo,12 Capen Hall,Buffalo,New York,14260-1660,United States
401–500,401,University of Brighton,United Kingdom,39.4,15.3,12.6,67.9,69.5,90.1,https://www.timeshighereducation.com/world-university-rankings/university-brighton,"['Lewes Road', 'Mithras House']",Brighton,East Sussex,BN2 4AT,United Kingdom
401–500,401,"University of California, Riverside",United States,39.4,22.9,19.9,53.6,67.1,79.3,https://www.timeshighereducation.com/world-university-rankings/university-california-riverside,900 University Avenue,Riverside,California,92521,United States
401–500,401,University of Campinas,Brazil,39.4,33.1,31.7,45.0,81.9,38.3,https://www.timeshighereducation.com/world-university-rankings/university-campinas,"['Rua da Reitoria', '121 Barao Geraldo Campinas']",Sao Paulo,Sao Paulo,13083-872,Brazil
401–500,401,University of Cape Coast,Ghana,39.4,19.6,21.6,77.1,22.2,38.2,https://www.timeshighereducation.com/world-university-rankings/university-cape-coast,The Registrar University of Cape Coast,Cape Coast,Cape Coast,,Ghana
401–500,401,University of Castilla-La Mancha,Spain,39.4,15.6,13.5,85.8,53.5,44.1,https://www.timeshighereducation.com/world-university-rankings/university-castilla-la-mancha,50 Calle Altagracia,Ciudad Real,CR,13071,Spain
401–500,401,University of Coimbra,Portugal,39.4,20.6,28.9,65.9,87.1,42.4,https://www.timeshighereducation.com/world-university-rankings/university-coimbra,Paco das Escolas,Coimbra,Coimbra,3004-531,Portugal
401–500,401,University of Connecticut,United States,39.4,26.2,20.0,58.2,67.2,72.7,https://www.timeshighereducation.com/world-university-rankings/university-connecticut,2131 Hillside Road Unit 3088,Storrs,Connecticut,06269,United States
401–500,401,University of Delhi,India,39.4,34.4,26.8,54.0,74.4,24.5,https://www.timeshighereducation.com/world-university-rankings/university-delhi,Mall Road,Delhi,DL,110007,India
401–500,401,University of Florence,Italy,39.4,18.9,29.9,64.5,60.2,39.3,https://www.timeshighereducation.com/world-university-rankings/university-florence,Piazza San Marco 4,Florence,Tuscany,50121,Italy
401–500,401,University of Ghana,Ghana,39.4,22.2,33.5,62.6,54.8,39.4,https://www.timeshighereducation.com/world-university-rankings/university-ghana,PO Box LG 25,Legon,Accra,00233,Ghana
401–500,401,University of Granada,Spain,39.4,22.2,22.1,73.8,65.3,48.8,https://www.timeshighereducation.com/world-university-rankings/university-granada,"['Calle Real de Cartuja', '36-38']",Granada,Andalusia,18071,Spain
401–500,401,University of Hawai’i at Mānoa,United States,39.4,18.8,16.0,69.5,63.3,81.4,https://www.timeshighereducation.com/world-university-rankings/university-hawaii-manoa,2500 Campus Road,Honolulu,Hawaii,96822,United States
401–500,401,University of Indonesia,Indonesia,39.4,36.5,27.4,41.8,81.3,61.7,https://www.timeshighereducation.com/world-university-rankings/university-indonesia,Kampus Baru UI Depok,,Depok,16424,Indonesia
401–500,401,University of Iowa,United States,39.4,21.2,22.9,61.4,68.7,58.0,https://www.timeshighereducation.com/world-university-rankings/university-iowa,Jessup Hall,Iowa City,Iowa,52245,United States
401–500,401,University of Kiel,Germany,39.4,21.1,25.7,62.5,30.4,60.2,https://www.timeshighereducation.com/world-university-rankings/university-kiel,Christian Albrechts Platz 4,Kiel,Schleswig Holstein,24118,Germany
401–500,401,University of Leicester,United Kingdom,39.4,19.5,18.6,59.8,29.1,93.9,https://www.timeshighereducation.com/world-university-rankings/university-leicester,University Road,Leicester,Leicestershire,LE1 7RH,United Kingdom
401–500,401,University of Lincoln,United Kingdom,39.4,13.4,12.6,88.2,17.7,93.6,https://www.timeshighereducation.com/world-university-rankings/university-lincoln,Brayford Pool,Lincoln,Lincolnshire,LN6 7TS,United Kingdom
401–500,401,University of Minho,Portugal,39.4,21.2,27.1,55.9,96.6,39.8,https://www.timeshighereducation.com/world-university-rankings/university-minho,"['Largo do Paco', 'Building 01']",Braga,Braga District,4704-553,Portugal
401–500,401,"University of Nevada, Las Vegas",United States,39.4,18.2,21.7,69.0,66.1,46.2,https://www.timeshighereducation.com/world-university-rankings/university-nevada-las-vegas,4505 South Maryland Parkway,Las Vegas,Nevada,89154,United States
401–500,401,University of Pavia,Italy,39.4,18.7,23.7,66.5,79.0,51.8,https://www.timeshighereducation.com/world-university-rankings/university-pavia,"['Corso Strada Nuova', '65']",Pavia,Lombardy Region,27100,Italy
401–500,401,University of Porto,Portugal,39.4,25.1,27.7,62.2,66.5,38.9,https://www.timeshighereducation.com/world-university-rankings/university-porto,Praca Gomes Teixeira,Porto,Porto,4099-002,Portugal
401–500,401,University of Pretoria,South Africa,39.4,26.1,28.7,60.9,44.5,59.2,https://www.timeshighereducation.com/world-university-rankings/university-pretoria,Lynnwood Road Hatfield,Pretoria,Gauteng Province,0002,South Africa
