rank_display,rank,name,country,city,region,overall_score,url,logo,citations_per_paper_score,citations_per_paper_rank,papers_per_faculty_score,papers_per_faculty_rank,academic_reputation_score,academic_reputation_rank,faculty_student_ratio_score,faculty_student_ratio_rank,staff_with_phd_score,staff_with_phd_rank,international_research_network_score,international_research_network_rank,web_impact_score,web_impact_rank,employer_reputation_score,employer_reputation_rank
103,103,Universidad de Tarapaca,Chile,Arica,Latin America,40.4,https://www.topuniversities.com/universities/universidad-de-tarapaca,https://www.topuniversities.com/sites/default/files/universidad-de-tarapaca_592560cf2aeae70239af5130_medium.jpg,92.3,20,99.8,5,21.5,=114,9.7,=150,40.2,124,95.4,26,29.9,140,9.1,=108
104,104,Universidad Nacional de Ingeniería ,Peru,Lima,Latin America,40.3,https://www.topuniversities.com/universities/universidad-nacional-de-ingenieria,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-ingeniera-_592560cf2aeae70239af57dd_medium.jpg,7.1,=165,23.3,172,44.7,78,17.8,=150,3.5,=166,32.6,=170,40.9,94,78.2,38
104,105,Universidad del Zulia,Venezuela,Maracaibo,Latin America,40.3,https://www.topuniversities.com/universities/universidad-del-zulia,https://www.topuniversities.com/sites/default/files/universidad-del-zulia_592560cf2aeae70239af5636_medium.jpg,6.9,=165,71.7,64,54.8,57,9.7,=150,n/a,n/a,56.4,122,11.5,=161,52.3,64
106,106,Universidade Federal do Rio Grande ,Brazil,Rio Grande,Latin America,39.8,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-_592560cf2aeae70239af554c_medium.jpg,75.3,54,86.3,39,11.2,=114,38.5,117,91.8,48,80.9,67,32.3,=128,n/a,n/a
106,107,Universidade do Vale do Rio Dos Sinos - UNISINOS,Brazil,São Leopoldo,Latin America,39.8,https://www.topuniversities.com/universities/universidade-do-vale-do-rio-dos-sinos-unisinos,https://www.topuniversities.com/sites/default/files/universidade-do-vale-do-rio-dos-sinos_592560cf2aeae70239af5526_medium.jpg,62,78,91,33,18.3,=114,13.2,=150,80.9,67,54.2,126,74.5,38,15.6,=108
108,108,Universidade Federal de Goiás,Brazil,Goiânia,Latin America,39.5,https://www.topuniversities.com/universities/universidade-federal-de-goias,https://www.topuniversities.com/sites/default/files/universidade-federal-de-gois_592560cf2aeae70239af5537_medium.jpg,50.8,113,82.7,44,19.2,=114,19.9,=150,60.3,94,88.2,52,85.2,26,7.9,=108
108,109,Universidade Federal de Itajubá,Brazil,Itajubá,Latin America,39.5,https://www.topuniversities.com/universities/universidade-federal-de-itajuba,https://www.topuniversities.com/sites/default/files/universidade-federal-de-itajub_592560cf2aeae70239af5538_medium.jpg,65.3,67,91.4,32,9.5,=114,24.9,=150,97.9,21,49.8,145,63.9,42,16.1,=108
110,110,Universidade Federal de Ouro Preto ,Brazil,Ouro Preto,Latin America,39.4,https://www.topuniversities.com/universities/universidade-federal-de-ouro-preto,https://www.topuniversities.com/sites/default/files/universidade-federal-de-ouro-preto-_592560cf2aeae70239af553b_medium.jpg,42.4,136,78.6,53,17.9,=114,31.6,=150,93.7,44,59.8,109,44.7,80,16.4,=108
111,111,Universidad de Belgrano (UB),Argentina,Buenos Aires,Latin America,39,https://www.topuniversities.com/universities/universidad-de-belgrano-ub,https://www.topuniversities.com/sites/default/files/230203072839pm689446isotipo2022-Institucional-fondo-institucional-90x90.jpg,n/a,n/a,2.3,=179,45.1,77,92.6,20,3.8,=166,n/a,n/a,18.8,=161,64.8,51
112,112,Universidad Alberto Hurtado,Chile,Santiago,Latin America,38.1,https://www.topuniversities.com/universities/universidad-alberto-hurtado,https://www.topuniversities.com/sites/default/files/universidad-alberto-hurtado_716_medium.jpg,7.9,=165,91.8,31,44.6,80,9.6,=150,59.3,96,20.3,=170,27.4,150,36.5,88
113,113,Yachay Tech University,Ecuador,Urcuqui,Latin America,37.6,https://www.topuniversities.com/universities/yachay-tech-university,https://www.topuniversities.com/sites/default/files/240208083840pm239397200x200px-90x90.jpg,93.2,17,99.5,9,11.2,=114,43.4,104,74.1,70,53.9,128,11.6,=161,2.7,=108
114,114,Universidade Federal Rural de Pernambuco (UFRPE),Brazil,Recife,Latin America,37.5,https://www.topuniversities.com/universities/universidade-federal-rural-de-pernambuco-ufrpe,https://www.topuniversities.com/sites/default/files/220907114005am603222universidade-federal-rural-de-pernambuco-logo-90x90.jpg,30.4,=165,81.2,47,n/a,n/a,99.6,3,99.9,2,66.4,96,41.8,90,n/a,n/a
115,115,Universidad Nacional Agraria la Molina,Peru,Lima,Latin America,37.3,https://www.topuniversities.com/universities/universidad-nacional-agraria-la-molina,https://www.topuniversities.com/sites/default/files/universidad-nacional-agraria-la-molina_592560cf2aeae70239af515c_medium.jpg,22.4,=165,33,138,39.3,88,31.7,=150,21.6,=166,51.2,141,29.8,141,40,78
116,116,Universidad de Medellín,Colombia,Medellin,Latin America,37.2,https://www.topuniversities.com/universities/universidad-de-medellin,https://www.topuniversities.com/sites/default/files/universidad-de-medelln_592560cf2aeae70239af5337_medium.jpg,77.6,49,46.6,103,37.6,92,37.8,118,25,=166,25.3,=170,11.5,=161,23.9,=108
117,117,Universidad de Cuenca,Ecuador,Cuenca,Latin America,37.1,https://www.topuniversities.com/universities/universidad-de-cuenca,https://www.topuniversities.com/sites/default/files/universidad-de-cuenca_592560cf2aeae70239af54cc_medium.jpg,47.4,125,28.9,152,43.7,84,12.5,=150,17.1,=166,68.7,88,32.5,127,23.4,=108
118,118,Universidade Estadual de Ponta Grossa ,Brazil,Ponta Grossa,Latin America,36.7,https://www.topuniversities.com/universities/universidade-estadual-de-ponta-grossa,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-ponta-grossa-_592560cf2aeae70239af552c_medium.jpg,64,72,25.3,163,6,=114,73.5,40,96.5,26,59.4,110,35,117,4.5,=108
119,119,Universidad de La Serena,Chile,La Serena,Latin America,36.3,https://www.topuniversities.com/universities/universidad-de-la-serena,https://www.topuniversities.com/sites/default/files/universidad-de-la-serena_1712_medium.jpg,83.5,41,74.9,57,27.6,=114,9.9,=150,31.1,150,58.3,115,21.1,=161,16.7,=108
119,120,Universidade Paulista ,Brazil,São Paulo,Latin America,36.3,https://www.topuniversities.com/universities/universidade-paulista,https://www.topuniversities.com/sites/default/files/universidade-paulista-_592560cf2aeae70239af5622_medium.jpg,96.2,12,26.4,160,17.9,=114,1.8,=150,41.8,122,32.3,=170,36,111,45,72
121,121,Universidad de Antofagasta,Chile,Antofagasta,Latin America,36.2,https://www.topuniversities.com/universities/universidad-de-antofagasta,https://www.topuniversities.com/sites/default/files/universidad-de-antofagasta_592560cf2aeae70239af512c_medium.jpg,92.1,21,56.1,85,22.6,=114,24.8,=150,22.7,=166,75.9,79,20.8,=161,12.3,=108
121,122,Universidad de Piura,Peru,Piura,Latin America,36.2,https://www.topuniversities.com/universities/universidad-de-piura,https://www.topuniversities.com/sites/default/files/universidad-de-piura_592560cf2aeae70239af515d_medium.jpg,1.8,=165,15.3,=179,45.2,76,18.5,=150,28.6,160,21.9,=170,26.7,156,59.3,58
123,123,Universidad Nacional de Asunción,Paraguay,San Lorenzo,Latin America,36.1,https://www.topuniversities.com/universities/universidad-nacional-de-asuncion,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-asuncin_592560cf2aeae70239af5503_medium.jpg,26.1,=165,3.6,=179,33.9,104,64.1,57,10.8,=166,52.8,136,39.4,100,34,92
124,124,Universidade Federal de Mato Grosso do Sul,Brazil,Campo Grande,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-mato-grosso-do-sul,https://www.topuniversities.com/sites/default/files/universidade-federal-do-mato-grosso-do-sul-_592560cf2aeae70239af554a_medium.jpg,60.8,83,56.4,84,5.8,=114,36.3,124,91.4,49,75.4,81,55.5,55,2.5,=108
124,125,Universidad Argentina de la Empresa (UADE),Argentina,Buenos Aires,Latin America,n/a,https://www.topuniversities.com/universities/universidad-argentina-de-la-empresa-uade,https://www.topuniversities.com/sites/default/files/universidad-argentina-de-la-empresa-uade_592560cf2aeae70239af5494_medium.jpg,6.5,=165,1.7,=179,27.6,=114,99.2,4,3.7,=166,2.7,=170,15.9,=161,66.1,49
124,126,Universidad Católica de la Santísima Concepción (UCSC),Chile,Concepción,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-de-la-santisima-concepcion-ucsc,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-la-santsima-concepcin-ucsc_592560cf2aeae70239af54b6_medium.jpg,43.1,134,73.5,61,24,=114,22.2,=150,31.3,149,86,57,24.8,=161,17.5,=108
124,127,Universidade Federal de Campina Grande,Brazil,Campina Grande,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-campina-grande,https://www.topuniversities.com/sites/default/files/universidade-federal-de-campina-grande_592560cf2aeae70239af5536_medium.jpg,13.4,=165,58.3,81,17,=114,63.4,60,84.9,61,71.3,87,35.9,113,5.4,=108
124,128,Universidade do Estado de Santa Catarina,Brazil,Florianópolis,Latin America,n/a,https://www.topuniversities.com/universities/universidade-do-estado-de-santa-catarina,https://www.topuniversities.com/sites/default/files/universidade-do-estado-de-santa-catarina_592560cf2aeae70239af5522_medium.jpg,36.1,157,25.1,164,24.7,=114,29.1,=150,100,1,52.2,137,37.7,104,8.4,=108
129,129,Pontifícia Universidade Católica de Campinas,Brazil,Campinas,Latin America,n/a,https://www.topuniversities.com/universities/pontificia-universidade-catolica-de-campinas,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-de-campinas_592560cf2aeae70239af548b_medium.jpg,40.1,140,32.7,139,26.8,=114,23,=150,79.1,69,16.9,=170,28.3,145,31.9,94
129,130,Universidad Mayor de San Andrés (UMSA),Bolivia,La Paz,Latin America,n/a,https://www.topuniversities.com/universities/universidad-mayor-de-san-andres-umsa,https://www.topuniversities.com/sites/default/files/universidad-mayor-de-san-andrs-umsa_592560cf2aeae70239af561a_medium.jpg,98,11,9,=179,31.2,107,2.3,=150,5.6,=166,62.5,107,31,134,22.8,=108
129,131,Universidad Metropolitana,Venezuela,Caracas,Latin America,n/a,https://www.topuniversities.com/universities/universidad-metropolitana,https://www.topuniversities.com/sites/default/files/universidad-metropolitana_400_medium.jpg,n/a,n/a,3.2,=179,40.8,87,13.9,=150,19.6,=166,9,=170,12.6,=161,77.2,39
129,132,Universidad Nacional de Tucumà¡n,Argentina,San Miguel de Tucumán,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-tucuman,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-tucumn_592560cf2aeae70239af5123_medium.jpg,31.3,=165,19.6,=179,38.9,89,7.6,=150,8.9,=166,89.9,49,39.3,101,25.6,=108
129,133,Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),Argentina,Tandil,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-del-centro-de-la-provincia-de-buenos-aires-unicen,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-centro-de-la-provincia-de-buenos-aires-unicen_592560cf2aeae70239af568f_medium.jpg,13.7,=165,14.2,=179,29.1,=114,92.9,18,3.9,=166,34.9,=170,56.4,54,29.2,105
129,134,Universidad de Magallanes,Chile,Punta Arenas,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-magallanes,https://www.topuniversities.com/sites/default/files/universidad-de-magallanes_592560cf2aeae70239af5132_medium.jpg,99,10,49.9,95,13.3,=114,55,77,8.6,=166,65.3,99,19.4,=161,10.1,=108
129,135,Universidade Federal de Alagoas ,Brazil,Maceio,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-alagoas,https://www.topuniversities.com/sites/default/files/universidade-federal-de-alagoas-_592560cf2aeae70239af5533_medium.jpg,51.2,111,40.7,113,9.3,=114,37.7,119,67.5,79,84.2,62,52.5,61,4.6,=108
129,136,Universidade Federal de Sergipe (UFS) ,Brazil,São Christovão,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-sergipe-ufs,https://www.topuniversities.com/sites/default/files/universidade-federal-de-sergipe-ufs-_592560cf2aeae70239af5542_medium.jpg,33.4,=165,47.7,101,9.3,=114,33.2,145,88.3,55,87.1,54,50.8,64,7.5,=108
137,137,Pontifícia Universidade Católica de Minas Gerais,Brazil,Belo Horizonte,Latin America,n/a,https://www.topuniversities.com/universities/pontificia-universidade-catolica-de-minas-gerais,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-minas-gerais_592560cf2aeae70239af548c_medium.jpg,46.8,126,18.4,=179,29.6,113,9.1,=150,44.1,118,39.5,=170,36.2,109,30.3,102
137,138,Universidad Bernardo O'Higgins,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-bernardo-ohiggins,https://www.topuniversities.com/sites/default/files/universidad-bernardo-ohiggins_5aa25b5e6ee6c81c63496cfc_medium.jpg,12.3,=165,63.2,76,24.8,=114,26.8,=150,29.9,155,59.2,113,13.9,=161,38.1,84
137,139,Universidad Católica de Temuco,Chile,Temuco,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-de-temuco,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-temuco_592560cf2aeae70239af54b7_medium.jpg,10.5,=165,99.8,6,25.9,=114,5.8,=150,63.7,88,71.8,86,26.3,=161,11.2,=108
137,140,Universidad Central del Ecuador,Ecuador,Quito,Latin America,n/a,https://www.topuniversities.com/universities/universidad-central-del-ecuador,https://www.topuniversities.com/sites/default/files/universidad-central-del-ecuador_592560cf2aeae70239af54be_medium.jpg,32.9,=165,8.3,=179,42.5,85,27.6,=150,1.5,=166,45.6,159,17.8,=161,30.7,100
137,141,Universidad Mayor,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-mayor,https://www.topuniversities.com/sites/default/files/universidad-mayor_592560cf2aeae70239af512d_medium.jpg,91.2,24,33.5,135,15.2,=114,11,=150,16.2,=166,77.3,76,27.3,151,23.1,=108
137,142,Universidad Nacional de Quilmes,Argentina,Bernal,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-quilmes,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-quilmes_592560df9988f300e23209d5_medium.jpg,10.7,=165,29.9,146,36.8,95,8.3,=150,66.5,82,58.9,114,43.7,85,13,=108
137,143,Universidad Regional Amazónica Ikiam,Ecuador,"Parroquia Muyuna,",Latin America,n/a,https://www.topuniversities.com/universities/universidad-regional-amazonica-ikiam,https://www.topuniversities.com/sites/default/files/240924090049pm216150Logo-Ikiam-200-90x90.jpg,83.6,40,74.3,58,4.3,=114,88.1,22,54,103,36.5,=170,8.6,=161,n/a,n/a
137,144,Universidad San Sebastian - Chile,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-san-sebastian-chile,https://www.topuniversities.com/sites/default/files/250107062226pm890484ESCUDO-USS-vertical-color-1-90x90.jpg,38.4,144,21.8,177,16,=114,52.2,81,4.9,=166,91.5,45,36.4,108,26.2,=108
137,145,Universidade Federal Rural do Rio de Janeiro ,Brazil,Rio de Janeiro,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-rural-do-rio-de-janeiro,https://www.topuniversities.com/sites/default/files/universidade-federal-rural-do-rio-de-janeiro-_592560cf2aeae70239af554f_medium.jpg,22.1,=165,61.2,78,12.5,=114,46.8,89,98.1,20,52.1,138,24.7,=161,7.5,=108
137,146,Universidade Federal de Alfenas ,Brazil,Alfenas,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-alfenas,https://www.topuniversities.com/sites/default/files/universidade-federal-de-alfenas-_592560cf2aeae70239af5534_medium.jpg,49.4,120,76.6,56,3,=114,52.8,80,96.9,23,35.5,=170,12.6,=161,10,=108
147,147,Federal University of Piauí,Brazil,Teresina,Latin America,n/a,https://www.topuniversities.com/universities/federal-university-piaui,https://www.topuniversities.com/sites/default/files/220907114339am202321Universidade-Federal-Do-Piaui-90x90.jpg,66.9,63,48.3,99,n/a,n/a,36.1,127,95.9,30,67.5,91,30,139,n/a,n/a
147,148,Universidad Nacional del Comahue,Argentina,Neuquén,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-del-comahue,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-comahue_592560cf2aeae70239af5692_medium.jpg,52.5,105,11.1,=179,29.8,112,44.8,98,n/a,n/a,56.7,121,26.6,157,22.5,=108
147,149,Universidade Estadual de Santa Cruz,Brazil,Ilhéus,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-de-santa-cruz,,43.3,133,53.4,89,1.2,=114,80.3,32,94.7,39,52,139,n/a,n/a,n/a,n/a
147,150,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,Campos dos Goytacazes,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-do-norte-fluminense-darcy-ribeiro,https://www.topuniversities.com/sites/default/files/universidade-estadual-do-norte-fluminense-_592560cf2aeae70239af5530_medium.jpg,63.8,74,99.2,13,7.1,=114,55,78,20.2,=166,59.4,111,31.3,132,7.3,=108
147,151,Universidade Federal do Amazonas-UFAM ,Brazil,Manaus,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-amazonas-ufam,https://www.topuniversities.com/sites/default/files/universidade-federal-do-amazonas-ufam-_592560cf2aeae70239af5546_medium.jpg,27.2,=165,38.5,117,15.8,=114,27.6,=150,65.2,85,67.3,92,58.4,51,11.4,=108
147,152,Universidade Federal do Estado do Rio de Janeiro,Brazil,Rio de Janeiro,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-estado-do-rio-de-janeiro,https://www.topuniversities.com/sites/default/files/231206043418pm698119logo-unirio-qs-90x90.jpg,23.8,=165,44.3,107,16.8,=114,26.9,=150,95.6,34,45.5,160,22,=161,13.4,=108
147,153,Universidade de Passo Fundo ,Brazil,Passo Fundo,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-passo-fundo,https://www.topuniversities.com/sites/default/files/universidade-de-passo-fundo-_592560cf2aeae70239af551e_medium.jpg,99.4,7,36,124,7.2,=114,11.1,=150,68.1,77,53.7,129,34.8,118,6,=108
154,154,"Universidad Católica de Córdoba (UCC), Jesuitas",Argentina,Córdoba,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-de-cordoba-ucc-jesuitas,https://www.topuniversities.com/sites/default/files/231204014402pm206077LOGO-UCC-Mesa-de-trabajo-1-90x90.jpg,17.8,=165,6.8,=179,34.7,99,40.3,113,61.5,89,15.2,=170,20,=161,22.9,=108
154,155,Universidad Técnica Particular de Loja,Ecuador,Loja,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnica-particular-de-loja,https://www.topuniversities.com/sites/default/files/universidad-tcnica-particular-de-loja_592560cf2aeae70239af593c_medium.jpg,19.7,=165,29.4,148,36.9,94,14.8,=150,13.9,=166,63.4,106,41.6,91,20.1,=108
154,156,Universidad de la Costa,Colombia,Barranquilla,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-la-costa,https://www.topuniversities.com/sites/default/files/universidad-de-la-costa_592560e99988f300e23224d2_medium.jpg,95.4,13,92.6,27,8.4,=114,12.5,=150,11.8,=166,93.8,37,13.8,=161,n/a,n/a
154,157,Universidad del Azuay,Ecuador,Cuenca,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-azuay,https://www.topuniversities.com/sites/default/files/universidad-del-azuay_592560cf2aeae70239af54e6_medium.jpg,69.8,58,34.2,133,24.3,=114,12.5,=150,13.5,=166,75.6,80,20.3,=161,12.8,=108
154,158,Universidade Federal de São João del-Rei ,Brazil,São João del Rei,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-sao-joao-del-rei,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-joo-del-rei-_592560cf2aeae70239af5540_medium.jpg,35.6,160,67.1,68,10,=114,18.5,=150,91.3,50,42.9,=170,44.4,82,10.3,=108
159,159,Centro Federal de Educacao Tecnologica de Minas Gerais,Brazil,Belo Horizonte,Latin America,n/a,https://www.topuniversities.com/universities/centro-federal-de-educacao-tecnologica-de-minas-gerais,,38.4,143,42.2,108,1.3,=114,72.2,43,90.7,53,18.5,=170,n/a,n/a,1,=108
159,160,"Instituto Federal de Educação, Ciência e Tecnologia do Paraná - IFPR",Brazil,Paranavaí,Latin America,n/a,https://www.topuniversities.com/universities/instituto-federal-de-educacao-ciencia-e-tecnologia-do-parana-ifpr,https://www.topuniversities.com/sites/default/files/instituto-federal-de-educao-cincia-e-tecnologia-do-paran-ifpr_592560e09988f300e2320bf4_medium.jpg,84.6,37,22.9,174,5.8,=114,41.9,108,48.6,113,26.4,=170,25.5,=161,12.5,=108
159,161,Federal University of Grande Dourados,Brazil,Dourados,Latin America,n/a,https://www.topuniversities.com/universities/federal-university-grande-dourados,,44.5,132,57.2,83,1.6,=114,68.3,49,97.8,22,18.2,=170,n/a,n/a,n/a,n/a
159,162,Fundación Universidad de Bogotá Jorge Tadeo Lozano,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/fundacion-universidad-de-bogota-jorge-tadeo-lozano,https://www.topuniversities.com/sites/default/files/fundacin-universidad-de-bogot-jorge-tadeo-lozano_592560cf2aeae70239af5482_medium.jpg,35.3,162,31.7,142,34.1,103,21.9,=150,11.3,=166,32.1,=170,26.3,=161,22.1,=108
159,163,Universidad Católica de Santiago de Guayaquil,Ecuador,Guayaquil,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-de-santiago-de-guayaquil,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-santiago-de-guayaquil_592560cf2aeae70239af54b4_medium.jpg,42.1,137,19.7,=179,24.9,=114,9.5,=150,7.9,=166,41.8,=170,11.2,=161,35.6,90
159,164,Universidad Católica del Maule,Chile,Maule,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-del-maule,https://www.topuniversities.com/sites/default/files/universidad-catlica-del-maule_592560cf2aeae70239af54b8_medium.jpg,21,=165,65.2,72,15.5,=114,27.6,=150,25,=166,88.6,51,27.3,153,11.6,=108
159,165,Universidad Central de Chile ,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-central-de-chile,https://www.topuniversities.com/sites/default/files/universidad-central-de-chile-_592560cf2aeae70239af54bc_medium.jpg,68.8,60,17.3,=179,25.2,=114,11.1,=150,13.9,=166,43.2,=170,20.4,=161,21,=108
159,166,Universidad Científica del Sur,Peru,Lima,Latin America,n/a,https://www.topuniversities.com/universities/universidad-cientifica-del-sur,https://www.topuniversities.com/sites/default/files/universidad-cientfica-del-sur_592560cf2aeae70239af5a3a_medium.jpg,8.8,=165,14.1,=179,25.3,=114,55.3,75,5.1,=166,57.1,119,27,154,31,99
159,167,Universidad Distrital Francisco José de Caldas,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-distrital-francisco-jose-de-caldas,https://www.topuniversities.com/sites/default/files/universidad-distrital-francisco-jose-de-caldas_592560cf2aeae70239af514b_medium.jpg,5.8,=165,21.3,=179,25.8,=114,9.5,=150,13.7,=166,53.7,130,34.2,122,31.3,98
159,168,Universidad EIA,Colombia,Envigado,Latin America,n/a,https://www.topuniversities.com/universities/universidad-eia,https://www.topuniversities.com/sites/default/files/240605042723pm546691Logo-EIA-200x200-90x90.jpg,80.3,46,15.7,=179,11,=114,24.2,=150,22.2,=166,12.8,=170,16.5,=161,29.4,103
159,169,Universidad El Bosque ,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-el-bosque,https://www.topuniversities.com/sites/default/files/universidad-el-bosque_2671_medium.jpg,42.5,135,12.5,=179,18.5,=114,59.9,68,5.5,=166,53,135,13.1,=161,19.5,=108
159,170,Universidad Mayor de San Simón,Bolivia,Cochabamba,Latin America,n/a,https://www.topuniversities.com/universities/universidad-mayor-de-san-simon,https://www.topuniversities.com/sites/default/files/universidad-mayor-de-san-simn-cochabamba-umss_592560cf2aeae70239af561b_medium.jpg,94.6,14,4.2,=179,21.9,=114,2.5,=150,3.7,=166,43.8,167,17.7,=161,16.4,=108
159,171,Universidad Nacional de Río Cuarto - UNRC,Argentina,Río Cuarto,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-rio-cuarto-unrc,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-ro-cuarto-unrc_592560cf2aeae70239af5127_medium.jpg,49.8,117,10.9,=179,23.8,=114,60.9,66,6.1,=166,46,157,15.8,=161,17.5,=108
159,172,Universidad Nacional de San Luis,Argentina,San Luis ,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-san-luis,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-luis_592560cf2aeae70239af5121_medium.jpg,37.6,=147,6.4,=179,20.6,=114,98.1,9,3.2,=166,43.5,169,32.2,130,8.1,=108
159,173,Universidad Politécnica Salesiana,Ecuador,Cuenca,Latin America,n/a,https://www.topuniversities.com/universities/universidad-politecnica-salesiana,https://www.topuniversities.com/sites/default/files/240405030540pm518715Isologo-Color-90x90.jpg,5.8,=165,31.1,145,32.5,105,11.1,=150,15.8,=166,35,=170,33.6,124,40,77
159,174,Universidad Privada Boliviana (UPB),Bolivia,Cochabamba,Latin America,n/a,https://www.topuniversities.com/universities/universidad-privada-boliviana-upb,https://www.topuniversities.com/sites/default/files/211115025237pm217648Logo-Universidad-Privada-Boliviana-90x90.jpeg,37.1,153,4.1,=179,24.1,=114,87.4,23,13.1,=166,12.8,=170,20.1,=161,24.4,=108
159,175,Universidad Tecnológica Metropolitana (UTEM),Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnologica-metropolitana-utem,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-metropolitana-utem_592560cf2aeae70239af5518_medium.jpg,64.5,69,41.1,110,12.1,=114,12.7,=150,35.6,139,40.4,=170,22.5,=161,20.8,=108
159,176,Universidad Tecnológica de Pereira,Colombia,Pereira,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnologica-de-pereira,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-pereira_592560cf2aeae70239af514f_medium.jpg,45.1,130,26.3,161,23.6,=114,12.3,=150,20.3,=166,48.2,148,40.1,98,27.2,=108
159,177,Universidad UTE,Ecuador,Quito,Latin America,n/a,https://www.topuniversities.com/universities/universidad-ute,https://www.topuniversities.com/sites/default/files/210920032143pm294210LOGO-1-90x90.jpg,100,2,16.9,=179,18.5,=114,26.3,=150,7.6,=166,57.4,117,11.7,=161,14.6,=108
159,178,Universidad de Carabobo,Venezuela,Valencia,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-carabobo,https://www.topuniversities.com/sites/default/files/universidad-de-carabobo_592560cf2aeae70239af54c5_medium.jpg,2,=165,3.7,=179,34.9,97,29.2,=150,15.8,=166,17.6,=170,27.7,147,48.3,68
159,179,Universidad de Cartagena ,Colombia,Cartagena,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-cartagena,https://www.topuniversities.com/sites/default/files/universidad-de-cartagena-_592560cf2aeae70239af54c6_medium.jpg,58,89,36.3,121,24.9,=114,12.6,=150,17.1,=166,54,127,14.1,=161,19.2,=108
159,180,Universidad de Córdoba - Colombia,Colombia,Montería,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-cordoba-colombia,https://www.topuniversities.com/sites/default/files/universidad-de-crdoba-colombia_592560cf2aeae70239af54ca_medium.jpg,9.9,=165,24.7,166,53.5,62,8.9,=150,6.5,=166,32,=170,10.5,=161,19.9,=108
