rank_display,rank,name,country,city,region,overall_score,url,logo,employer_reputation_score,employer_reputation_rank,h_index_citations_score,h_index_citations_rank,citations_per_paper_score,citations_per_paper_rank,academic_reputation_score,academic_reputation_rank
101-150,132,Universidade Nova de Lisboa,Portugal,Lisbon,Europe,n/a,https://www.topuniversities.com/universities/universidade-nova-de-lisboa,https://www.topuniversities.com/sites/default/files/250708114440am556961NOVA-logo-square-90x90.jpg,60.3,101+,68.4,101+,64.7,101+,71.5,=78
101-150,133,Universitas Indonesia,Indonesia,Depok,Asia,n/a,https://www.topuniversities.com/universities/universitas-indonesia,https://www.topuniversities.com/sites/default/files/universitas-indonesia_290_medium.jpg,68.5,101+,73.4,101+,71,101+,64.6,101+
101-150,134,Universiti Utara Malaysia (UUM),Malaysia,Sintok,Asia,n/a,https://www.topuniversities.com/universities/universiti-utara-malaysia-uum,https://www.topuniversities.com/sites/default/files/universiti-utara-malaysia-uum_388_medium.jpg,50.9,101+,79.9,=99,78.8,=91,68.1,101+
101-150,135,University College Dublin,Ireland,Dublin,Europe,n/a,https://www.topuniversities.com/universities/university-college-dublin,https://www.topuniversities.com/sites/default/files/university-college-dublin_166_medium.jpg,64.3,101+,80.4,=89,86.3,21,58.3,101+
101-150,136,University of Alberta,Canada,"Edmonton,",North America,n/a,https://www.topuniversities.com/universities/university-alberta,https://www.topuniversities.com/sites/default/files/240306052437pm316638378168-RankingLogo-QS-200x200px-90x90.jpg,64.6,101+,76.9,101+,80.6,61,66.4,101+
101-150,137,University of Bath,United Kingdom,Bath,Europe,n/a,https://www.topuniversities.com/universities/university-bath,https://www.topuniversities.com/sites/default/files/university-of-bath_47_medium.jpg,67.3,101+,76.4,101+,81.7,=49,62.2,101+
101-150,138,"University of California, San Diego (UCSD)",United States,San Diego,North America,n/a,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_medium.jpg,68,101+,66.7,101+,63.5,101+,63.5,101+
101-150,139,University of Exeter,United Kingdom,Exeter,Europe,n/a,https://www.topuniversities.com/universities/university-exeter,https://www.topuniversities.com/sites/default/files/221117102054am246521University-of-Exeter-Simplified-Logo-Portrait-positive-200-x-200-90x90.jpg,63,101+,75.2,101+,71.5,101+,63.7,101+
101-150,140,University of Lausanne,Switzerland,Lausanne,Europe,n/a,https://www.topuniversities.com/universities/university-lausanne,https://www.topuniversities.com/sites/default/files/university-of-lausanne_592560cf2aeae70239af4bd3_medium.jpg,57.9,101+,65.8,101+,67.9,101+,69.5,92
101-150,141,University of Liverpool,United Kingdom,Liverpool,Europe,n/a,https://www.topuniversities.com/universities/university-liverpool,https://www.topuniversities.com/sites/default/files/university-of-liverpool_350_medium.jpg,62.4,101+,79.5,101+,71.8,101+,65.3,101+
101-150,142,University of Nottingham,United Kingdom,Nottingham,Europe,n/a,https://www.topuniversities.com/universities/university-nottingham,https://www.topuniversities.com/sites/default/files/240606102649am426810UoN-NottinghamBlue-CastleBox-RGB-90x90.jpg,66.3,101+,77.5,101+,76.6,101+,61.8,101+
101-150,143,University of Reading,United Kingdom,Reading,Europe,n/a,https://www.topuniversities.com/universities/university-reading,https://www.topuniversities.com/sites/default/files/university-of-reading_517_medium.jpg,58.7,101+,83.4,=51,82.1,=44,66.1,101+
101-150,144,University of Waterloo,Canada,Waterloo,North America,n/a,https://www.topuniversities.com/universities/university-waterloo,https://www.topuniversities.com/sites/default/files/university-of-waterloo_670_medium.jpg,69.9,89,71.4,101+,70.1,101+,61.5,101+
101-150,145,Université Paris 1 Panthéon-Sorbonne,France,Paris,Europe,n/a,https://www.topuniversities.com/universities/universite-paris-1-pantheon-sorbonne,https://www.topuniversities.com/sites/default/files/260305110034am945966P1PS-logo-90x90.jpg,71.4,=79,68.4,101+,75.6,101+,64.1,101+
101-150,146,Université de Montréal,Canada,Montreal,North America,n/a,https://www.topuniversities.com/universities/universite-de-montreal,https://www.topuniversities.com/sites/default/files/universit-de-montral_417_medium.jpg,62.6,101+,70.7,101+,70.9,101+,68,101+
101-150,147,WHU - Otto Beisheim School of Management ,Germany,Vallendar,Europe,n/a,https://www.topuniversities.com/universities/whu-otto-beisheim-school-management,https://www.topuniversities.com/sites/default/files/Design-ohne-Titel-90x90.jpg,56.8,101+,83,=56,79.6,=79,67.8,101+
101-150,148,WU (Vienna University of Economics and Business),Austria,Vienna,Europe,n/a,https://www.topuniversities.com/universities/wu-vienna-university-economics-business,https://www.topuniversities.com/sites/default/files/wu-vienna-university-of-economics-and-business_592560cf2aeae70239af4d89_medium.jpg,55.8,101+,78,101+,72,101+,68.1,101+
101-150,149,Western University,Canada,London,North America,n/a,https://www.topuniversities.com/universities/western-university,https://www.topuniversities.com/sites/default/files/the-university-of-western-ontario_674_medium.jpg,65,101+,72.8,101+,73,101+,62.8,101+
101-150,150,York University,Canada,Toronto,North America,n/a,https://www.topuniversities.com/universities/york-university,https://www.topuniversities.com/sites/default/files/york-university_592560cf2aeae70239af4d39_medium.jpg,58.3,101+,79.9,=99,80.3,=64,68.6,101+
151-200,151,Aalto University,Finland,Espoo (Helsinki capital region),Europe,n/a,https://www.topuniversities.com/universities/aalto-university,https://www.topuniversities.com/sites/default/files/230913111738am272302Aalto-University-logo-200x200-90x90.jpg,53.1,101+,73.4,101+,70.9,101+,67.4,101+
151-200,152,American University of Beirut (AUB),Lebanon,Beirut,Asia,n/a,https://www.topuniversities.com/universities/american-university-beirut-aub,https://www.topuniversities.com/sites/default/files/230707125949pm449470AUB-Profile-Photo-only%5B99%5D-90x90.jpg,67.6,101+,65.8,101+,57.2,101+,63.3,101+
151-200,153,Cardiff University,United Kingdom,Cardiff,Europe,n/a,https://www.topuniversities.com/universities/cardiff-university,https://www.topuniversities.com/sites/default/files/241218121747pm405354CU-Logo-Cardiff-Logo-Red-100-90x90.jpg,61.5,101+,74,101+,70.8,101+,62.2,101+
151-200,154,Chulalongkorn University,Thailand,Bangkok,Asia,n/a,https://www.topuniversities.com/universities/chulalongkorn-university,https://www.topuniversities.com/sites/default/files/chulalongkorn-university_592560cf2aeae70239af4b01_medium.jpg,61.7,101+,74,101+,60.4,101+,63.3,101+
151-200,155,Curtin University,Australia,Perth,Oceania,n/a,https://www.topuniversities.com/universities/curtin-university,https://www.topuniversities.com/sites/default/files/curtin-university_150_medium.jpg,57.9,101+,81.3,=77,77.5,101+,61.2,101+
151-200,156,Deakin University,Australia,Melbourne,Oceania,n/a,https://www.topuniversities.com/universities/deakin-university,https://www.topuniversities.com/sites/default/files/download-90x90.png,56.2,101+,86.7,=22,82,46,59.6,101+
151-200,157,Fundação Getulio Vargas (FGV),Brazil,Rio de Janeiro,Latin America,n/a,https://www.topuniversities.com/universities/fundacao-getulio-vargas-fgv,https://www.topuniversities.com/sites/default/files/fundao-getulio-vargas-fgv_206_medium.jpg,58.6,101+,66.7,101+,60.4,101+,69,=97
151-200,158,George Washington University,United States,Washington D.C.,North America,n/a,https://www.topuniversities.com/universities/george-washington-university,https://www.topuniversities.com/sites/default/files/george-washington-university_223_medium.jpg,61.3,101+,68.4,101+,71,101+,63,101+
151-200,159,Georgia Institute of Technology,United States,Atlanta,North America,n/a,https://www.topuniversities.com/universities/georgia-institute-technology,https://www.topuniversities.com/sites/default/files/250219111124am560242GTVertical-CMYK-90x90.jpg,72.3,71,64.9,101+,62.8,101+,57.8,101+
151-200,160,Hitotsubashi University,Japan,Tokyo,Asia,n/a,https://www.topuniversities.com/universities/hitotsubashi-university,https://www.topuniversities.com/sites/default/files/hitotsubashi-university-business-school-school-of-international-corporate-strategy_592560cf2aeae70239af4b8d_medium.jpg,66.4,101+,64.9,101+,57.5,101+,65.6,101+
151-200,161,Hong Kong Baptist University,Hong Kong SAR,Hong Kong,Asia,n/a,https://www.topuniversities.com/universities/hong-kong-baptist-university,https://www.topuniversities.com/sites/default/files/hong-kong-baptist-university_893_medium.jpg,51.2,101+,76.4,101+,72.8,101+,65.6,101+
151-200,162,Humboldt-Universität zu Berlin,Germany,Berlin,Europe,n/a,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_medium.jpg,64,101+,66.7,101+,62.2,101+,63.7,101+
151-200,163,Indian Institute of Management (IIM) - Calcutta,India,Kolkata,Asia,n/a,https://www.topuniversities.com/universities/indian-institute-management-iim-calcutta,https://www.topuniversities.com/sites/default/files/indian-institute-of-management-iim-calcutta_592560cf2aeae70239af5204_medium.jpg,74.6,55,56.9,101+,39.4,101+,64.7,101+
151-200,164,Institut Polytechnique de Paris,France,Paris,Europe,n/a,https://www.topuniversities.com/universities/institut-polytechnique-de-paris,https://www.topuniversities.com/sites/default/files/240924074028am263366logo-ipp-pour-qs-90x90.jpg,76.4,43,65.8,101+,72.6,101+,55.4,101+
151-200,165,Johns Hopkins University,United States,Baltimore,North America,n/a,https://www.topuniversities.com/universities/johns-hopkins-university,https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_medium.jpg,69.1,=97,69.2,101+,70.1,101+,59.5,101+
151-200,166,KFUPM,Saudi Arabia,Dhahran,Asia,n/a,https://www.topuniversities.com/universities/kfupm,https://www.topuniversities.com/sites/default/files/250616011103pm115163linkedin-90x90.jpg,67.8,101+,63.9,101+,53.5,101+,62.6,101+
151-200,167,Lebanese American University,Lebanon,Byblos,Asia,n/a,https://www.topuniversities.com/universities/lebanese-american-university,https://www.topuniversities.com/sites/default/files/lebanese-american-university_592560cf2aeae70239af4eed_medium.jpg,58.9,101+,86.3,=24,87.8,14,55.7,101+
151-200,168,Maastricht University,Netherlands,Maastricht,Europe,n/a,https://www.topuniversities.com/universities/maastricht-university,https://www.topuniversities.com/sites/default/files/231218042543pm676051UM-triangles-200-x-200-pixels-90x90.jpg,58.1,101+,72.8,101+,69.1,101+,62.7,101+
151-200,169,Massey University,New Zealand,Palmerston North,Oceania,n/a,https://www.topuniversities.com/universities/massey-university,https://www.topuniversities.com/sites/default/files/massey-university_395_medium.jpg,54,101+,87.3,=17,83.5,=37,61.4,101+
151-200,170,Nanjing University,China (Mainland),Nanjing,Asia,n/a,https://www.topuniversities.com/universities/nanjing-university,https://www.topuniversities.com/sites/default/files/nanjing-university_430_medium.jpg,67.9,101+,81.3,=77,79.1,=84,56.2,101+
151-200,171,Pontificia Universidad Catolica del Peru (PUCP),Peru,Lima,Latin America,n/a,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-peru-pucp,https://www.topuniversities.com/sites/default/files/210825042529am231772Isotipo-PUCP-200x200-90x90.jpg,66.4,101+,48.4,101+,31.5,101+,70.5,85
151-200,172,Purdue University,United States,West Lafayette,North America,n/a,https://www.topuniversities.com/universities/purdue-university,https://www.topuniversities.com/sites/default/files/230619052213pm191066PU-SIG-Logo-RGB--PU-V-Full-RGB-90x90.jpg,69.2,96,67.6,101+,66.6,101+,59.6,101+
151-200,173,Queen Mary University of London,United Kingdom,London,Europe,n/a,https://www.topuniversities.com/universities/queen-mary-university-london,https://www.topuniversities.com/sites/default/files/queen-mary-university-of-london_592560cf2aeae70239af4bea_medium.jpg,64,101+,70.7,101+,71,101+,62.7,101+
151-200,174,Queensland University of Technology (QUT),Australia,Brisbane,Oceania,n/a,https://www.topuniversities.com/universities/queensland-university-technology-qut,https://www.topuniversities.com/sites/default/files/queensland-university-of-technology-qut_592560cf2aeae70239af4c88_medium.jpg,57.1,101+,77.5,101+,80.2,=66,61,101+
151-200,175,Sun Yat-sen University,China (Mainland),Guangzhou,Asia,n/a,https://www.topuniversities.com/universities/sun-yat-sen-university,https://www.topuniversities.com/sites/default/files/sun-yat-sen-university_888_medium.jpg,62.7,101+,86,=28,76.9,101+,58.5,101+
151-200,176,Sungkyunkwan University (SKKU),South Korea,Seoul,Asia,n/a,https://www.topuniversities.com/universities/sungkyunkwan-university-skku,https://www.topuniversities.com/sites/default/files/sungkyunkwan-universityskku_592560cf2aeae70239af4cc9_medium.jpg,64.7,101+,73.4,101+,64.1,101+,63.5,101+
151-200,177,Taylor's University,Malaysia,Kuala Lumpur,Asia,n/a,https://www.topuniversities.com/universities/taylors-university,https://www.topuniversities.com/sites/default/files/taylors-university_592560cf2aeae70239af57af_medium.jpg,62.2,101+,70,101+,78.6,=94,60.8,101+
151-200,178,The University of Georgia,United States,Athens,North America,n/a,https://www.topuniversities.com/universities/university-georgia,https://www.topuniversities.com/sites/default/files/the-university-of-georgia_227_medium.jpg,58.5,101+,78,101+,74.4,101+,61.4,101+
151-200,179,Universidad Adolfo Ibáñez,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-adolfo-ibanez,https://www.topuniversities.com/sites/default/files/universidad-adolfo-ibez-_11_medium.jpg,67.9,101+,55.4,101+,45.3,101+,69,=97
151-200,180,Universidad Autónoma de Madrid,Spain,Madrid,Europe,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-madrid,https://www.topuniversities.com/sites/default/files/230914073612am166112marcaUAM-centroColor-expandHQg-90x90.jpg,65.2,101+,65.8,101+,52.3,101+,66.3,101+
151-200,181,Universidad Nacional Autónoma de México  (UNAM),Mexico,Mexico City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-autonoma-de-mexico-unam,https://www.topuniversities.com/sites/default/files/universidad-nacional-autnoma-de-mxico-unam_425_medium.jpg,77.6,31,37.6,101+,15.1,101+,72.1,=71
151-200,182,Universidad Nacional de Colombia,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-colombia,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-colombia_592560cf2aeae70239af4b0b_medium.jpg,72.1,=73,56.9,101+,43.4,101+,63.8,101+
151-200,183,Universitas Airlangga,Indonesia,Surabaya,Asia,n/a,https://www.topuniversities.com/universities/universitas-airlangga,https://www.topuniversities.com/sites/default/files/250715015254am318034UNAIR-BRANDMARK-2025-01-90x90.jpg,65.3,101+,77.5,101+,70.1,101+,60.8,101+
151-200,184,Universitat Pompeu Fabra (Barcelona),Spain,Barcelona,Europe,n/a,https://www.topuniversities.com/universities/universitat-pompeu-fabra,https://www.topuniversities.com/sites/default/files/universitat-pompeu-fabra_504_medium.jpg,56.2,101+,61.8,101+,66,101+,70.4,=86
151-200,185,Universitat de Barcelona,Spain,Barcelona,Europe,n/a,https://www.topuniversities.com/universities/universitat-de-barcelona,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_medium.jpg,65.1,101+,64.9,101+,54.5,101+,63.1,101+
151-200,186,Universiti Kebangsaan Malaysia (UKM),Malaysia,Bangi,Asia,n/a,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm,https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_medium.jpg,62.3,101+,69.2,101+,61.9,101+,65.1,101+
151-200,187,Universiti Putra Malaysia (UPM),Malaysia,Serdang,Asia,n/a,https://www.topuniversities.com/universities/universiti-putra-malaysia-upm,https://www.topuniversities.com/sites/default/files/241015052445am567301logo-upm-petak-90x90.jpg,60.7,101+,68.4,101+,65.3,101+,63.4,101+
151-200,188,Universiti Sains Malaysia (USM),Malaysia,Gelugor,Asia,n/a,https://www.topuniversities.com/universities/universiti-sains-malaysia-usm,https://www.topuniversities.com/sites/default/files/universiti-sains-malaysia-usm_386_medium.jpg,61.6,101+,72.8,101+,65.6,101+,63.7,101+
151-200,189,University of Geneva,Switzerland,Geneva,Europe,n/a,https://www.topuniversities.com/universities/university-geneva,https://www.topuniversities.com/sites/default/files/university-of-geneva_221_medium.jpg,62.3,101+,69.2,101+,73.4,101+,61.8,101+
151-200,190,University of Groningen,Netherlands,Groningen,Europe,n/a,https://www.topuniversities.com/universities/university-groningen,https://www.topuniversities.com/sites/default/files/university-of-groningen_243_medium.jpg,55.2,101+,80.4,=89,80.2,=66,61.7,101+
151-200,191,University of Illinois Chicago (UIC),United States,Chicago,North America,n/a,https://www.topuniversities.com/universities/university-illinois-chicago-uic,https://www.topuniversities.com/sites/default/files/university-of-illinois-chicago-uic_592560cf2aeae70239af4b9a_medium.jpg,62.1,101+,65.8,101+,67.1,101+,62.3,101+
151-200,192,University of Jordan,Jordan,Amman,Asia,n/a,https://www.topuniversities.com/universities/university-jordan,https://www.topuniversities.com/sites/default/files/250728110941am245519200-90x90.jpg,66,101+,63.9,101+,54.3,101+,66.8,101+
151-200,193,University of Minnesota (System),United States,Minneapolis,North America,n/a,https://www.topuniversities.com/universities/university-minnesota-system,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_medium.jpg,56.7,101+,65.8,101+,70.3,101+,65,101+
151-200,194,University of St Andrews,United Kingdom,St. Andrews,Europe,n/a,https://www.topuniversities.com/universities/university-st-andrews,https://www.topuniversities.com/sites/default/files/university-of-st-andrews_570_medium.jpg,66.2,101+,69.2,101+,60.6,101+,61.3,101+
151-200,195,University of Virginia,United States,Charlottesville,North America,n/a,https://www.topuniversities.com/universities/university-virginia,https://www.topuniversities.com/sites/default/files/university-of-virginia_656_medium.jpg,60.7,101+,72.8,101+,75,101+,59.8,101+
151-200,196,University of Wisconsin-Madison,United States,Madison,North America,n/a,https://www.topuniversities.com/universities/university-wisconsin-madison,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-madison_678_medium.jpg,58.7,101+,69.2,101+,71.3,101+,66,101+
151-200,197,Université catholique de Louvain (UCLouvain),Belgium,Louvain-la-Neuve,Europe,n/a,https://www.topuniversities.com/universities/universite-catholique-de-louvain-uclouvain,https://www.topuniversities.com/sites/default/files/universit-catholique-de-louvain-uclouvain_592560cf2aeae70239af4aed_medium.jpg,62.5,101+,72.1,101+,59.3,101+,63.9,101+
151-200,198,Victoria University of Wellington,New Zealand,"Kelburn, Wellington",Oceania,n/a,https://www.topuniversities.com/universities/victoria-university-wellington,https://www.topuniversities.com/sites/default/files/victoria-university-of-wellington_592560cf2aeae70239af4d0f_medium.jpg,58.3,101+,75.8,101+,74.3,101+,61.5,101+
151-200,199,Washington University in St. Louis,United States,St. Louis,North America,n/a,https://www.topuniversities.com/universities/washington-university-st-louis,https://www.topuniversities.com/sites/default/files/250209012951am920550WashU-Shield-FullColor-RGB-200x200-90x90.jpg,52.9,101+,72.1,101+,80.9,=58,65.2,101+
151-200,200,Xiamen University,China (Mainland),Xiamen,Asia,n/a,https://www.topuniversities.com/universities/xiamen-university,https://www.topuniversities.com/sites/default/files/xiamen-university_891_medium.jpg,58.1,101+,88.6,14,78.2,=98,58,101+
201-250,201,Abu Dhabi University,United Arab Emirates,Abu Dhabi,Asia,n/a,https://www.topuniversities.com/universities/abu-dhabi-university,https://www.topuniversities.com/sites/default/files/250227042852am570201Logo-ADU-90x90.jpg,57,101+,74,101+,72,101+,59.7,101+
201-250,202,American University of Sharjah,United Arab Emirates,Sharjah,Asia,n/a,https://www.topuniversities.com/universities/american-university-sharjah,https://www.topuniversities.com/sites/default/files/211216011743pm346028American-University-of-Sharjah-AUS-Stacked-200X200px-90x90.jpg,63.6,101+,71.4,101+,62.1,101+,60.3,101+
201-250,203,Auckland University of Technology (AUT),New Zealand,Auckland,Oceania,n/a,https://www.topuniversities.com/universities/auckland-university-technology-aut,https://www.topuniversities.com/sites/default/files/auckland-university-of-technology-aut_592560cf2aeae70239af4ef7_medium.jpg,53.9,101+,76.4,101+,75.1,101+,58.7,101+
201-250,204,Complutense University of Madrid,Spain,Madrid,Europe,n/a,https://www.topuniversities.com/universities/complutense-university-madrid,https://www.topuniversities.com/sites/default/files/complutense-university-of-madrid_592560cf2aeae70239af4bff_medium.jpg,65.3,101+,66.7,101+,58.7,101+,58.2,101+
201-250,205,Dartmouth College,United States,Hanover,North America,n/a,https://www.topuniversities.com/universities/dartmouth-college,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_medium.jpg,61.1,101+,63.9,101+,59.9,101+,63.4,101+
201-250,206,ESCP Business School - Paris,France,Paris,Europe,n/a,https://www.topuniversities.com/universities/escp-business-school-paris,https://www.topuniversities.com/sites/default/files/escp-business-school-paris_592560cf2aeae70239af4b44_medium.jpg,68.1,101+,55.4,101+,39,101+,65.3,101+
201-250,207,Emory University,United States,Atlanta,North America,n/a,https://www.topuniversities.com/universities/emory-university,https://www.topuniversities.com/sites/default/files/emory-university_185_medium.jpg,55.3,101+,64.9,101+,62.5,101+,63.3,101+
201-250,208,Florida International University,United States,Miami,North America,n/a,https://www.topuniversities.com/universities/florida-international-university,https://www.topuniversities.com/sites/default/files/florida-international-university_592560cf2aeae70239af4b55_medium.jpg,58.2,101+,74,101+,72.8,101+,58.8,101+
201-250,209,Florida State University,United States,Tallahassee,North America,n/a,https://www.topuniversities.com/universities/florida-state-university,https://www.topuniversities.com/sites/default/files/florida-state-university_211_medium.jpg,55.6,101+,72.1,101+,73.4,101+,59,101+
201-250,210,Gadjah Mada University,Indonesia,Yogyakarta,Asia,n/a,https://www.topuniversities.com/universities/gadjah-mada-university,https://www.topuniversities.com/sites/default/files/gadjah-mada-university_219_medium.jpg,66.3,101+,59.5,101+,50.2,101+,63.8,101+
201-250,211,Ghent University,Belgium,Ghent,Europe,n/a,https://www.topuniversities.com/universities/ghent-university,https://www.topuniversities.com/sites/default/files/ghent-university_228_medium.jpg,60.1,101+,74.7,101+,69,101+,57.5,101+
201-250,212,Goethe-University Frankfurt am Main,Germany,Frankfurt am Main,Europe,n/a,https://www.topuniversities.com/universities/goethe-university-frankfurt-am-main,https://www.topuniversities.com/sites/default/files/universitt-frankfurt-am-main_214_medium.jpg,55.8,101+,69.2,101+,70.2,101+,61.3,101+
201-250,213,Indian Institute of Technology Kharagpur (IIT-KGP),India,Kharagpur,Asia,n/a,https://www.topuniversities.com/universities/indian-institute-technology-kharagpur-iit-kgp,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kharagpur-iit-kgp_285_medium.jpg,75.7,=46,70.7,101+,59.8,101+,52.1,101+
201-250,214,Instituto Tecnológico Autónomo de México (ITAM),Mexico,Mexico City,Latin America,n/a,https://www.topuniversities.com/universities/instituto-tecnologico-autonomo-de-mexico-itam,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-autnomo-de-mxico-itam_592560cf2aeae70239af4da6_medium.jpg,66.2,101+,40.9,101+,53.5,101+,65.3,101+
201-250,215,King Saud University,Saudi Arabia,Riyadh,Asia,n/a,https://www.topuniversities.com/universities/king-saud-university,https://www.topuniversities.com/sites/default/files/king-saud-university_1175_medium.jpg,62.8,101+,61.8,101+,45.2,101+,64.5,101+
201-250,216,Kobe University,Japan,Kobe City,Asia,n/a,https://www.topuniversities.com/universities/kobe-university,https://www.topuniversities.com/sites/default/files/kobe-university_320_medium.jpg,55.4,101+,66.7,101+,61.2,101+,63,101+
201-250,217,Lomonosov Moscow State University,Russia,Moscow,Europe,n/a,https://www.topuniversities.com/universities/lomonosov-moscow-state-university,https://www.topuniversities.com/sites/default/files/lomonosov-moscow-state-university-_592560cf2aeae70239af4c27_medium.jpg,75.1,53,46.1,101+,41.4,101+,61.5,101+
201-250,218,National Cheng Kung University (NCKU),Taiwan,Tainan City,Asia,n/a,https://www.topuniversities.com/universities/national-cheng-kung-university-ncku,https://www.topuniversities.com/sites/default/files/230407032250am673777NCKU-Alt-GraphicSignature-NL-RGB-AW-90x90.jpg,65.6,101+,68.4,101+,54.5,101+,60.2,101+
201-250,219,National Chengchi University,Taiwan,Taipei City,Asia,n/a,https://www.topuniversities.com/universities/national-chengchi-university,https://www.topuniversities.com/sites/default/files/national-chengchi-university_436_medium.jpg,57.4,101+,72.8,101+,67.8,101+,60.6,101+
201-250,220,Newcastle University,United Kingdom,Newcastle upon Tyne,Europe,n/a,https://www.topuniversities.com/universities/newcastle-university,https://www.topuniversities.com/sites/default/files/newcastle-university_592560cf2aeae70239af4c45_medium.jpg,65.6,101+,76.9,101+,72.7,101+,55.8,101+
201-250,221,Pontificia Universidad Javeriana,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/pontificia-universidad-javeriana,https://www.topuniversities.com/sites/default/files/pontificia-universidad-javeriana_592560cf2aeae70239af514a_medium.jpg,72,=75,52.2,101+,33.4,101+,64.7,101+
201-250,222,Rice University,United States,Houston,North America,n/a,https://www.topuniversities.com/universities/rice-university,https://www.topuniversities.com/sites/default/files/rice-university_524_medium.jpg,59.5,101+,66.7,101+,63.7,101+,61.9,101+
201-250,223,Rutgers University–New Brunswick,United States,New Brunswick,North America,n/a,https://www.topuniversities.com/universities/rutgers-university-new-brunswick,https://www.topuniversities.com/sites/default/files/240206105603pm596685Rutgers-Image-200x200-90x90.jpg,59.5,101+,74.7,101+,72.5,101+,60.5,101+
201-250,224,Sapienza University of Rome,Italy,Rome,Europe,n/a,https://www.topuniversities.com/universities/sapienza-university-rome,https://www.topuniversities.com/sites/default/files/sapienza-university-of-rome_592560cf2aeae70239af4c97_medium.jpg,66.8,101+,75.2,101+,68.3,101+,56.9,101+
201-250,225,Sultan Qaboos University,Oman,Muscat,Asia,n/a,https://www.topuniversities.com/universities/sultan-qaboos-university,https://www.topuniversities.com/sites/default/files/sultan-qaboos-university_2530_medium.jpg,58.8,101+,79.9,=99,75,101+,57.9,101+
201-250,226,The American University in Cairo,Egypt,Cairo,Africa,n/a,https://www.topuniversities.com/universities/american-university-cairo,https://www.topuniversities.com/sites/default/files/250603090341am967303AUC-Logo-Blue-200X200-90x90.jpg,65,101+,61.8,101+,48.5,101+,60.5,101+
201-250,227,Osaka University,Japan,Osaka City,Asia,n/a,https://www.topuniversities.com/universities/osaka-university,https://www.topuniversities.com/sites/default/files/osaka-university_472_medium.jpg,69.6,=93,58.2,101+,42.6,101+,61.4,101+
201-250,228,United Arab Emirates University,United Arab Emirates,Al Ain,Asia,n/a,https://www.topuniversities.com/universities/united-arab-emirates-university,https://www.topuniversities.com/sites/default/files/united-arab-emirates-university_778_medium.jpg,62.2,101+,75.2,101+,69.2,101+,59.1,101+
201-250,229,Universidad de Buenos Aires (UBA),Argentina,Buenos Aires,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_medium.jpg,78.8,=25,29.1,101+,11.7,101+,68.7,101+
201-250,230,Universidad del Pacífico,Peru,Jesús María,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-pacifico,https://www.topuniversities.com/sites/default/files/230418045249pm477630profilePic01-90x90.jpg,60.6,101+,55.4,101+,49.6,101+,64.4,101+
201-250,231,Universitat Autònoma de Barcelona,Spain,Barcelona,Europe,n/a,https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona,https://www.topuniversities.com/sites/default/files/240404114804am190222logo-uab-qs-90x90.jpg,56.6,101+,67.6,101+,76.8,101+,58.6,101+
201-250,232,Universitat de Valencia,Spain,València,Europe,n/a,https://www.topuniversities.com/universities/universitat-de-valencia,https://www.topuniversities.com/sites/default/files/universitat-de-valencia_647_medium.jpg,48,101+,78.5,101+,75.3,101+,63.9,101+
201-250,233,Universiti Teknologi Malaysia ,Malaysia,Skudai,Asia,n/a,https://www.topuniversities.com/universities/universiti-teknologi-malaysia,https://www.topuniversities.com/sites/default/files/universiti-teknologi-malaysia_387_medium.jpg,61.4,101+,71.4,101+,65.1,101+,58.5,101+
201-250,234,University of Cape Town,South Africa,Cape Town,Africa,n/a,https://www.topuniversities.com/universities/university-cape-town,https://www.topuniversities.com/sites/default/files/210830024732pm396697UCTcircular-logo1-CMYK-90x90.jpg,60.8,101+,63.9,101+,59.8,101+,60.3,101+
